payment_id,order_id,payment_method,bank,payment_status,failure_reason,amount,payment_time
868,989,UPI,Axis,success,,5291,2024-02-27 00:04:00
869,990,UPI,Axis,success,,5175,2024-02-19 00:04:00
870,991,UPI,ICICI,success,,3712,2024-02-27 00:02:00
871,992,UPI,SBI,success,,3492,2024-01-03 00:02:00
872,993,Wallet,HDFC,success,,5358,2024-02-16 00:04:00
873,994,UPI,ICICI,success,,1758,2024-01-28 00:02:00
874,995,Card,Axis,success,,1462,2024-01-11 00:02:00
875,997,Card,Axis,success,,5087,2024-01-20 00:04:00
876,998,UPI,Axis,success,,3362,2024-01-31 00:03:00
877,999,UPI,HDFC,success,,4163,2024-02-22 00:04:00
878,1000,UPI,ICICI,success,,5643,2024-02-20 00:07:00
879,1001,UPI,HDFC,success,,3801,2024-02-14 00:03:00
880,1002,Wallet,ICICI,success,,3384,2024-02-17 00:01:00
881,1003,Card,ICICI,success,,999,2024-02-21 00:04:00
882,1005,Wallet,HDFC,success,,3002,2024-01-22 00:07:00
883,1006,UPI,Axis,success,,5819,2024-01-18 00:02:00
884,1007,Card,HDFC,success,,4407,2024-01-12 00:02:00
885,1008,Wallet,ICICI,success,,747,2024-01-15 00:06:00
886,1009,Card,Axis,success,,1747,2024-02-24 00:05:00
887,1010,UPI,Axis,success,,3809,2024-02-03 00:04:00
888,1011,UPI,HDFC,success,,3167,2024-02-14 00:06:00
889,1012,UPI,HDFC,success,,2227,2024-01-28 00:09:00
890,1013,UPI,Axis,success,,4324,2024-02-13 00:04:00
891,1014,Wallet,ICICI,success,,3156,2024-01-15 00:05:00
892,1015,Card,HDFC,success,,4349,2024-02-29 00:09:00
893,1016,UPI,ICICI,failed,network,5847,2024-02-04 00:01:00
894,1017,UPI,ICICI,success,,3106,2024-01-17 00:03:00
895,1018,Wallet,ICICI,success,,2264,2024-02-07 00:01:00
896,1019,UPI,HDFC,success,,4046,2024-01-11 00:05:00
897,1020,UPI,ICICI,success,,1875,2024-01-26 00:05:00
898,1021,Wallet,ICICI,success,,5547,2024-01-29 00:03:00
899,1022,Card,Axis,success,,5052,2024-02-21 00:05:00
900,1023,UPI,HDFC,success,,4901,2024-01-25 00:01:00
901,1024,Card,Axis,success,,1783,2024-01-04 00:02:00
902,1026,UPI,ICICI,failed,insufficient_funds,3454,2024-02-11 00:02:00
903,1027,UPI,HDFC,success,,5643,2024-01-22 00:01:00
904,1028,Card,SBI,success,,4834,2024-01-24 00:06:00
905,1029,UPI,Axis,success,,5778,2024-02-22 00:07:00
906,1030,Card,Axis,success,,4389,2024-01-19 00:02:00
907,1031,UPI,SBI,success,,5963,2024-02-10 00:01:00
908,1032,Card,HDFC,success,,1899,2024-01-27 00:05:00
909,1033,UPI,ICICI,success,,3659,2024-01-19 00:09:00
910,1034,Card,SBI,failed,network,3822,2024-02-16 00:07:00
911,1035,Card,SBI,success,,2409,2024-02-10 00:05:00
912,1036,UPI,HDFC,failed,insufficient_funds,5975,2024-01-13 00:05:00
913,1037,UPI,HDFC,success,,4755,2024-01-31 00:09:00
914,1038,UPI,SBI,failed,insufficient_funds,3650,2024-01-02 00:06:00
915,1039,UPI,SBI,success,,2862,2024-01-27 00:06:00
916,1040,UPI,Axis,success,,4053,2024-01-08 00:03:00
917,1041,UPI,ICICI,success,,5338,2024-01-12 00:03:00
918,1042,UPI,ICICI,failed,timeout,3071,2024-01-29 00:09:00
919,1043,UPI,Axis,success,,3165,2024-01-29 00:09:00
920,1044,UPI,HDFC,success,,1397,2024-01-22 00:05:00
921,1045,Card,SBI,success,,3561,2024-01-30 00:06:00
922,1046,Wallet,Axis,success,,3365,2024-01-09 00:07:00
923,1047,Card,Axis,success,,5414,2024-01-05 00:09:00
924,1048,UPI,ICICI,success,,2450,2024-02-05 00:07:00
925,1050,Card,ICICI,success,,652,2024-02-16 00:05:00
926,1051,Wallet,HDFC,success,,2794,2024-01-02 00:08:00
927,1052,Card,SBI,success,,4908,2024-02-02 00:09:00
928,1053,Wallet,SBI,success,,3471,2024-01-04 00:03:00
929,1054,Wallet,HDFC,success,,4384,2024-02-25 00:03:00
930,1055,Wallet,Axis,success,,781,2024-01-10 00:05:00
931,1056,Wallet,ICICI,success,,2743,2024-02-26 00:02:00
932,1057,Card,HDFC,failed,bank_decline,4624,2024-02-02 00:08:00
933,1058,Card,HDFC,success,,2626,2024-01-02 00:05:00
934,1059,Card,Axis,failed,network,5333,2024-01-12 00:05:00
935,1060,UPI,SBI,success,,2416,2024-01-16 00:06:00
936,1062,UPI,Axis,success,,2115,2024-02-04 00:08:00
937,1063,UPI,SBI,success,,3064,2024-02-25 00:08:00
938,1065,Wallet,HDFC,success,,1365,2024-01-09 00:08:00
939,1066,UPI,ICICI,success,,3465,2024-01-03 00:01:00
940,1068,UPI,ICICI,success,,4669,2024-02-21 00:01:00
941,1069,Card,ICICI,success,,1644,2024-01-16 00:01:00
942,1071,UPI,HDFC,success,,2285,2024-01-19 00:08:00
943,1072,Card,HDFC,success,,789,2024-01-11 00:04:00
944,1073,Card,SBI,success,,5160,2024-02-07 00:03:00
945,1074,UPI,HDFC,success,,5958,2024-02-15 00:02:00
946,1076,Card,SBI,success,,5128,2024-01-01 00:09:00
947,1077,UPI,ICICI,success,,1931,2024-02-13 00:04:00
948,1078,Card,HDFC,success,,4179,2024-02-24 00:08:00
949,1079,Card,Axis,success,,4433,2024-01-30 00:01:00
950,1080,Card,SBI,failed,network,3800,2024-01-21 00:01:00
951,1081,UPI,ICICI,success,,1284,2024-01-15 00:06:00
952,1082,Wallet,SBI,success,,5409,2024-01-16 00:09:00
953,1083,UPI,HDFC,success,,2775,2024-01-04 00:01:00
954,1084,Wallet,ICICI,success,,4754,2024-01-24 00:05:00
955,1086,UPI,Axis,failed,network,798,2024-01-23 00:09:00
956,1087,Wallet,ICICI,success,,1028,2024-01-17 00:08:00
957,1088,Card,ICICI,success,,4417,2024-02-27 00:08:00
958,1089,UPI,HDFC,success,,4281,2024-02-23 00:09:00
959,1090,Wallet,HDFC,success,,3281,2024-02-04 00:07:00
960,1091,UPI,HDFC,failed,network,5541,2024-02-25 00:09:00
961,1092,Card,Axis,success,,2446,2024-01-26 00:08:00
962,1093,Card,ICICI,failed,insufficient_funds,4123,2024-02-04 00:06:00
963,1094,UPI,HDFC,success,,4632,2024-01-15 00:05:00
964,1095,UPI,SBI,success,,5251,2024-01-15 00:03:00
965,1096,UPI,SBI,success,,576,2024-01-27 00:03:00
966,1098,Card,ICICI,success,,2061,2024-02-22 00:07:00
967,1099,Card,SBI,success,,4014,2024-01-15 00:01:00
968,1100,UPI,SBI,success,,3024,2024-02-22 00:06:00
969,1101,UPI,HDFC,success,,2228,2024-01-08 00:05:00
970,1102,UPI,ICICI,success,,4500,2024-02-20 00:01:00
971,1103,UPI,HDFC,success,,623,2024-01-04 00:05:00
972,1105,Card,SBI,success,,4915,2024-01-25 00:03:00
973,1106,UPI,SBI,success,,3029,2024-02-04 00:06:00
974,1107,UPI,SBI,success,,1904,2024-01-08 00:01:00
975,1108,UPI,ICICI,success,,2228,2024-02-18 00:09:00
976,1109,UPI,Axis,failed,timeout,3380,2024-01-17 00:02:00
977,1110,Card,SBI,success,,3027,2024-01-28 00:08:00
978,1111,Wallet,SBI,success,,5296,2024-01-06 00:06:00
979,1113,Card,Axis,success,,3781,2024-02-12 00:03:00
980,1114,Wallet,Axis,success,,3380,2024-01-06 00:02:00
981,1116,UPI,ICICI,success,,785,2024-01-01 00:09:00
982,1117,UPI,Axis,success,,1244,2024-01-03 00:02:00
983,1118,Card,Axis,failed,insufficient_funds,2161,2024-02-21 00:04:00
984,1119,UPI,HDFC,success,,1103,2024-01-09 00:02:00
985,1120,Card,Axis,success,,2506,2024-01-15 00:05:00
986,1121,UPI,Axis,failed,bank_decline,3197,2024-02-09 00:02:00
987,1123,UPI,ICICI,success,,4063,2024-01-16 00:01:00
988,1124,UPI,ICICI,success,,4665,2024-01-10 00:03:00
989,1125,Card,HDFC,success,,5392,2024-01-14 00:04:00
990,1126,Card,ICICI,success,,2945,2024-02-24 00:05:00
991,1127,UPI,HDFC,success,,3449,2024-01-16 00:04:00
992,1128,Wallet,Axis,success,,2847,2024-01-15 00:02:00
993,1129,Card,Axis,success,,3565,2024-02-10 00:02:00
994,1130,Card,Axis,success,,3946,2024-01-26 00:02:00
995,1131,UPI,SBI,success,,1543,2024-01-10 00:06:00
996,1132,Card,ICICI,success,,1470,2024-02-09 00:03:00
997,1133,UPI,HDFC,success,,949,2024-02-29 00:03:00
998,1134,UPI,ICICI,success,,4940,2024-01-12 00:06:00
999,1135,UPI,HDFC,success,,4226,2024-02-06 00:01:00
1000,1137,UPI,Axis,success,,2818,2024-01-25 00:06:00
1001,1139,Card,HDFC,success,,5030,2024-02-22 00:05:00
1002,1140,Card,Axis,success,,532,2024-01-30 00:03:00
1003,1141,Card,HDFC,success,,5208,2024-02-28 00:09:00
1004,1142,UPI,Axis,success,,1904,2024-02-04 00:08:00
1005,1143,UPI,SBI,failed,bank_decline,4508,2024-01-15 00:03:00
1006,1144,Wallet,Axis,success,,5977,2024-01-31 00:05:00
1007,1145,Card,ICICI,success,,3050,2024-02-07 00:01:00
1008,1146,Card,HDFC,failed,insufficient_funds,830,2024-02-29 00:05:00
1009,1147,Card,Axis,success,,4586,2024-02-20 00:02:00
1010,1148,UPI,Axis,success,,5420,2024-01-18 00:04:00
1011,1149,UPI,Axis,success,,819,2024-01-07 00:03:00
1012,1150,UPI,Axis,failed,bank_decline,700,2024-01-03 00:09:00
1013,1151,Card,SBI,success,,5182,2024-01-05 00:05:00
1014,1152,UPI,SBI,success,,3476,2024-01-25 00:08:00
1015,1153,UPI,HDFC,failed,network,1556,2024-01-16 00:01:00
1016,1154,Card,SBI,success,,5198,2024-01-15 00:06:00
1017,1155,UPI,ICICI,failed,network,1413,2024-01-20 00:07:00
1018,1157,UPI,ICICI,success,,4386,2024-02-29 00:04:00
1019,1158,Card,ICICI,success,,1617,2024-01-22 00:07:00
1020,1159,Card,HDFC,success,,816,2024-02-04 00:06:00
1021,1160,Card,HDFC,success,,4931,2024-01-27 00:06:00
1022,1161,UPI,HDFC,failed,timeout,1547,2024-01-12 00:03:00
1023,1162,UPI,ICICI,success,,2228,2024-02-02 00:03:00
1024,1163,UPI,Axis,success,,4414,2024-01-24 00:02:00
1025,1164,Wallet,Axis,success,,4671,2024-01-26 00:03:00
1026,1165,UPI,ICICI,success,,4877,2024-02-21 00:07:00
1027,1166,Wallet,SBI,success,,2374,2024-02-07 00:02:00
1028,1167,UPI,HDFC,success,,1460,2024-02-03 00:05:00
1029,1168,Wallet,HDFC,success,,3816,2024-01-13 00:04:00
1030,1169,UPI,Axis,success,,5297,2024-01-28 00:04:00
1031,1170,UPI,Axis,success,,5959,2024-01-20 00:07:00
1032,1171,Card,SBI,success,,3839,2024-01-08 00:01:00
1033,1172,UPI,Axis,success,,4235,2024-02-19 00:01:00
1034,1173,Card,SBI,failed,timeout,3027,2024-02-23 00:07:00
1035,1174,Card,HDFC,success,,5402,2024-01-16 00:04:00
1036,1175,Card,ICICI,success,,5257,2024-02-03 00:01:00
1037,1176,Card,ICICI,success,,751,2024-02-25 00:02:00
1038,1177,UPI,Axis,failed,bank_decline,5825,2024-02-01 00:04:00
1039,1179,Wallet,HDFC,success,,3600,2024-01-30 00:05:00
1040,1180,Wallet,ICICI,failed,bank_decline,2681,2024-02-04 00:07:00
1041,1181,Card,HDFC,success,,4642,2024-01-16 00:02:00
1042,1183,Card,Axis,success,,2523,2024-01-09 00:04:00
1043,1184,Wallet,Axis,success,,3293,2024-02-23 00:05:00
1044,1185,UPI,HDFC,failed,timeout,1114,2024-01-31 00:04:00
1045,1186,UPI,ICICI,success,,1513,2024-01-19 00:07:00
1046,1187,UPI,Axis,success,,745,2024-02-12 00:02:00
1047,1188,UPI,ICICI,success,,908,2024-02-03 00:06:00
1048,1189,Wallet,Axis,success,,3232,2024-01-16 00:03:00
1049,1190,UPI,Axis,failed,network,3707,2024-01-24 00:04:00
1050,1191,UPI,HDFC,failed,timeout,4350,2024-01-16 00:08:00
1051,1192,UPI,HDFC,success,,3956,2024-01-15 00:06:00
1052,1193,UPI,HDFC,failed,insufficient_funds,1977,2024-01-31 00:07:00
1053,1194,UPI,Axis,success,,2905,2024-02-21 00:03:00
1054,1195,Card,HDFC,success,,3215,2024-02-25 00:09:00
1055,1196,UPI,Axis,success,,2940,2024-01-07 00:01:00
1056,1197,UPI,SBI,success,,597,2024-02-13 00:01:00
1057,1198,Card,Axis,success,,3620,2024-01-15 00:05:00
1058,1199,UPI,SBI,success,,2485,2024-01-02 00:04:00
1059,1200,Card,HDFC,success,,4506,2024-02-08 00:05:00
1060,1201,UPI,HDFC,failed,bank_decline,2608,2024-02-21 00:01:00
1061,1202,Card,ICICI,success,,5862,2024-01-22 00:06:00
1062,1203,UPI,HDFC,success,,1895,2024-01-24 00:04:00
1063,1204,UPI,HDFC,success,,5430,2024-01-25 00:01:00
1064,1205,Card,ICICI,failed,network,926,2024-01-12 00:05:00
1065,1206,Card,ICICI,success,,2720,2024-02-21 00:04:00
1066,1207,Card,HDFC,failed,network,2076,2024-02-20 00:02:00
1067,1208,Card,ICICI,success,,1105,2024-01-14 00:05:00
1068,1209,UPI,SBI,success,,646,2024-02-03 00:02:00
1069,1210,Card,SBI,success,,799,2024-02-15 00:03:00
1070,1211,UPI,Axis,success,,5645,2024-01-20 00:06:00
1071,1212,Card,SBI,success,,3465,2024-01-14 00:01:00
1072,1213,UPI,SBI,success,,1048,2024-01-18 00:07:00
1073,1214,Wallet,SBI,success,,3512,2024-02-04 00:02:00
1074,1215,Card,SBI,success,,4574,2024-01-17 00:08:00
1075,1217,UPI,SBI,success,,3009,2024-02-14 00:03:00
1076,1218,UPI,ICICI,success,,1980,2024-01-23 00:09:00
1077,1219,Card,Axis,success,,875,2024-01-22 00:01:00
1078,1220,UPI,ICICI,success,,5822,2024-02-18 00:04:00
1079,1221,UPI,Axis,success,,1405,2024-01-31 00:06:00
1080,1222,UPI,Axis,success,,5266,2024-01-29 00:07:00
1081,1223,Card,Axis,success,,3368,2024-01-25 00:08:00
1082,1224,UPI,ICICI,success,,1682,2024-02-01 00:07:00
1083,1226,UPI,ICICI,success,,5976,2024-01-06 00:02:00
1084,1227,Card,ICICI,failed,timeout,4894,2024-02-06 00:05:00
1085,1228,UPI,SBI,success,,622,2024-01-17 00:03:00
1086,1229,Card,HDFC,success,,3838,2024-02-16 00:08:00
1087,1230,Card,Axis,success,,4515,2024-01-31 00:04:00
1088,1231,UPI,HDFC,success,,2154,2024-02-27 00:09:00
1089,1232,Wallet,Axis,success,,1947,2024-01-21 00:07:00
1090,1233,Card,ICICI,failed,insufficient_funds,2100,2024-01-02 00:04:00
1091,1234,UPI,Axis,success,,3757,2024-01-07 00:05:00
1092,1236,Card,HDFC,success,,2716,2024-01-22 00:08:00
1093,1237,UPI,HDFC,success,,1409,2024-01-04 00:07:00
1094,1239,Card,Axis,success,,722,2024-02-20 00:08:00
1095,1240,UPI,Axis,success,,3061,2024-02-14 00:05:00
1096,1241,UPI,SBI,success,,4037,2024-02-01 00:01:00
1097,1242,Card,SBI,success,,5320,2024-01-21 00:09:00
1098,1243,UPI,HDFC,success,,5708,2024-02-04 00:04:00
1099,1244,Wallet,SBI,success,,1536,2024-01-09 00:01:00
1100,1245,Card,SBI,success,,5655,2024-01-28 00:09:00
1101,1246,UPI,HDFC,success,,4164,2024-02-23 00:04:00
1102,1247,UPI,Axis,success,,1215,2024-01-10 00:03:00
1103,1248,Card,SBI,success,,3997,2024-02-19 00:06:00
1104,1249,Card,ICICI,success,,713,2024-01-23 00:06:00
1105,1250,Card,ICICI,success,,2443,2024-01-24 00:06:00
1106,1251,UPI,Axis,success,,514,2024-02-26 00:02:00
1107,1252,UPI,HDFC,success,,4730,2024-02-17 00:07:00
1108,1254,Card,HDFC,success,,5022,2024-01-17 00:05:00
1109,1255,UPI,ICICI,success,,4109,2024-02-17 00:08:00
1110,1256,Wallet,SBI,success,,2080,2024-01-24 00:05:00
1111,1257,Card,HDFC,success,,3087,2024-02-27 00:04:00
1112,1258,UPI,SBI,success,,3432,2024-01-01 00:05:00
1113,1259,UPI,SBI,failed,network,5462,2024-02-06 00:04:00
1114,1260,Card,Axis,success,,2592,2024-01-02 00:04:00
1115,1261,Card,HDFC,success,,2331,2024-02-09 00:09:00
1116,1262,UPI,ICICI,failed,network,5690,2024-02-17 00:05:00
1117,1264,Card,ICICI,success,,3325,2024-01-06 00:06:00
1118,1265,UPI,ICICI,success,,3542,2024-01-14 00:09:00
1119,1266,UPI,Axis,success,,3824,2024-02-24 00:05:00
1120,1267,Card,Axis,success,,1315,2024-02-05 00:04:00
1121,1268,UPI,ICICI,failed,bank_decline,1184,2024-01-21 00:08:00
1122,1270,Card,Axis,success,,5093,2024-02-23 00:03:00
1123,1271,Card,ICICI,success,,2694,2024-01-08 00:09:00
1124,1272,UPI,ICICI,success,,3691,2024-02-21 00:05:00
1125,1273,Wallet,SBI,success,,5101,2024-01-27 00:05:00
1126,1274,Card,ICICI,success,,1551,2024-01-14 00:09:00
1127,1275,Card,HDFC,success,,1951,2024-01-04 00:02:00
1128,1276,Card,Axis,success,,2506,2024-02-15 00:01:00
1129,1277,Card,HDFC,success,,4617,2024-01-08 00:01:00
1130,1278,Wallet,ICICI,success,,5705,2024-01-27 00:01:00
1131,1280,Card,ICICI,success,,4185,2024-01-30 00:08:00
1132,1281,UPI,HDFC,success,,995,2024-01-28 00:05:00
1133,1282,Card,HDFC,failed,timeout,2578,2024-01-27 00:02:00
1134,1283,Card,Axis,success,,1614,2024-02-06 00:07:00
1135,1284,Card,HDFC,success,,3832,2024-02-13 00:08:00
1136,1285,Card,ICICI,success,,5085,2024-01-03 00:05:00
1137,1286,UPI,Axis,success,,1523,2024-02-18 00:05:00
1138,1287,UPI,Axis,success,,2744,2024-01-28 00:04:00
1139,1288,UPI,HDFC,success,,626,2024-01-19 00:07:00
1140,1289,UPI,ICICI,success,,2373,2024-02-07 00:08:00
1141,1290,UPI,Axis,success,,2640,2024-01-27 00:09:00
1142,1291,UPI,ICICI,success,,5038,2024-02-23 00:06:00
1143,1292,UPI,ICICI,success,,4240,2024-01-23 00:02:00
1144,1293,Card,ICICI,failed,bank_decline,4824,2024-01-19 00:02:00
1145,1295,Card,HDFC,failed,bank_decline,2035,2024-01-13 00:03:00
1146,1296,UPI,SBI,success,,1908,2024-02-27 00:05:00
1147,1297,Wallet,Axis,success,,1398,2024-01-30 00:08:00
1148,1298,Card,Axis,success,,1427,2024-02-10 00:08:00
1149,1300,UPI,Axis,success,,4574,2024-02-15 00:09:00
1150,1301,UPI,SBI,success,,3909,2024-01-08 00:01:00
1151,1302,Card,Axis,success,,4574,2024-01-29 00:05:00
1152,1303,Wallet,SBI,success,,727,2024-02-12 00:08:00
1153,1304,Card,HDFC,success,,2541,2024-02-19 00:03:00
1154,1305,UPI,HDFC,success,,4558,2024-02-19 00:03:00
1155,1306,Card,ICICI,failed,bank_decline,1123,2024-02-16 00:06:00
1156,1307,Card,Axis,success,,5959,2024-01-06 00:04:00
1157,1308,Wallet,Axis,success,,1411,2024-02-25 00:08:00
1158,1309,UPI,Axis,success,,2660,2024-01-17 00:07:00
1159,1310,Card,SBI,success,,3133,2024-01-29 00:01:00
1160,1311,Wallet,HDFC,success,,2010,2024-02-25 00:08:00
1161,1312,Card,ICICI,success,,2168,2024-02-09 00:05:00
1162,1313,UPI,ICICI,success,,5086,2024-02-21 00:06:00
1163,1314,Card,ICICI,success,,1640,2024-02-17 00:07:00
1164,1316,Card,Axis,success,,1348,2024-01-02 00:05:00
1165,1318,Wallet,Axis,failed,network,5585,2024-02-28 00:09:00
1166,1319,UPI,ICICI,success,,5495,2024-02-14 00:08:00
1167,1320,UPI,ICICI,success,,4584,2024-02-08 00:07:00
1168,1321,Card,ICICI,success,,1554,2024-02-24 00:08:00
1169,1323,UPI,HDFC,success,,5544,2024-02-04 00:03:00
1170,1324,Card,Axis,success,,4099,2024-01-31 00:04:00
1171,1325,Wallet,ICICI,success,,4650,2024-01-12 00:02:00
1172,1326,UPI,Axis,success,,5580,2024-01-31 00:01:00
1173,1327,UPI,HDFC,success,,1541,2024-01-26 00:03:00
1174,1328,Card,HDFC,success,,2456,2024-02-13 00:08:00
1175,1329,Card,SBI,success,,4143,2024-02-01 00:08:00
1176,1330,UPI,SBI,success,,5904,2024-02-18 00:01:00
1177,1331,UPI,Axis,success,,1742,2024-02-29 00:08:00
1178,1334,Card,Axis,failed,network,3165,2024-02-27 00:03:00
1179,1335,UPI,Axis,success,,4940,2024-02-29 00:07:00
1180,1336,UPI,ICICI,failed,timeout,1065,2024-01-03 00:01:00
1181,1337,Card,Axis,success,,1472,2024-01-20 00:04:00
1182,1338,UPI,Axis,success,,836,2024-02-25 00:03:00
1183,1339,Wallet,ICICI,success,,5664,2024-02-22 00:02:00
1184,1341,Wallet,SBI,success,,2471,2024-01-02 00:05:00
1185,1342,UPI,ICICI,success,,2415,2024-02-08 00:04:00
1186,1343,UPI,HDFC,success,,1652,2024-02-25 00:01:00
1187,1344,UPI,HDFC,success,,4778,2024-02-14 00:09:00
1188,1346,Card,Axis,failed,network,3426,2024-01-29 00:07:00
1189,1347,UPI,Axis,failed,insufficient_funds,5920,2024-02-20 00:06:00
1190,1348,Wallet,Axis,success,,3077,2024-01-06 00:07:00
1191,1349,Card,ICICI,success,,3805,2024-02-11 00:01:00
1192,1350,UPI,SBI,success,,2151,2024-01-08 00:06:00
1193,1351,Card,ICICI,success,,1916,2024-01-26 00:01:00
1194,1352,UPI,Axis,success,,3149,2024-02-23 00:08:00
1195,1353,Wallet,SBI,success,,5695,2024-01-10 00:04:00
1196,1354,UPI,HDFC,success,,1154,2024-02-07 00:06:00
1197,1357,Wallet,SBI,success,,4604,2024-01-01 00:02:00
1198,1358,Card,SBI,success,,1682,2024-01-02 00:02:00
1199,1359,Card,ICICI,success,,2133,2024-02-12 00:02:00
1200,1360,Card,SBI,success,,1909,2024-02-04 00:06:00
1201,1361,Card,SBI,failed,timeout,4697,2024-02-24 00:03:00
1202,1362,Card,HDFC,success,,4704,2024-01-01 00:09:00
1203,1363,UPI,SBI,success,,5209,2024-01-04 00:03:00
1204,1364,UPI,ICICI,success,,2925,2024-01-03 00:03:00
1205,1365,Card,HDFC,failed,timeout,1140,2024-01-24 00:03:00
1206,1366,Card,SBI,success,,1504,2024-02-24 00:07:00
1207,1367,UPI,Axis,failed,timeout,4554,2024-01-17 00:01:00
1208,1368,Card,SBI,success,,3252,2024-01-27 00:03:00
1209,1369,UPI,HDFC,success,,867,2024-01-25 00:08:00
1210,1370,Card,SBI,success,,762,2024-02-28 00:03:00
1211,1371,UPI,HDFC,failed,network,2081,2024-01-20 00:08:00
1212,1372,Card,HDFC,success,,3480,2024-02-08 00:01:00
1213,1373,Card,ICICI,success,,3942,2024-02-13 00:04:00
1214,1374,UPI,SBI,success,,5284,2024-02-23 00:02:00
1215,1375,Card,Axis,success,,1275,2024-02-20 00:08:00
1216,1376,UPI,HDFC,failed,bank_decline,5424,2024-01-30 00:08:00
1217,1377,UPI,HDFC,success,,2711,2024-01-06 00:05:00
1218,1378,Card,ICICI,success,,2421,2024-01-07 00:03:00
1219,1379,Card,ICICI,success,,874,2024-01-27 00:02:00
1220,1380,UPI,ICICI,success,,2592,2024-01-05 00:07:00
1221,1381,UPI,HDFC,success,,5223,2024-01-26 00:07:00
1222,1382,Card,Axis,success,,3961,2024-02-05 00:05:00
1223,1383,UPI,HDFC,success,,1765,2024-01-11 00:05:00
1224,1384,UPI,ICICI,success,,3480,2024-02-23 00:06:00
1225,1385,UPI,ICICI,success,,3500,2024-02-11 00:06:00
1226,1386,Card,ICICI,failed,timeout,3007,2024-02-25 00:07:00
1227,1387,Wallet,ICICI,success,,2566,2024-01-23 00:05:00
1228,1388,UPI,HDFC,failed,bank_decline,5927,2024-01-03 00:05:00
1229,1389,Card,ICICI,success,,2256,2024-02-19 00:03:00
1230,1390,Wallet,Axis,failed,timeout,4642,2024-01-15 00:04:00
1231,1391,UPI,Axis,success,,2256,2024-02-27 00:02:00
1232,1392,UPI,HDFC,success,,3366,2024-02-13 00:02:00
1233,1393,Wallet,ICICI,success,,3370,2024-02-22 00:01:00
1234,1394,UPI,SBI,success,,3464,2024-01-25 00:01:00
1235,1395,UPI,SBI,success,,4500,2024-01-16 00:07:00
1236,1396,UPI,HDFC,success,,4872,2024-02-28 00:09:00
1237,1397,UPI,ICICI,success,,1900,2024-02-01 00:04:00
1238,1398,Wallet,Axis,success,,3363,2024-01-26 00:09:00
1239,1399,Card,ICICI,success,,1663,2024-01-05 00:04:00
1240,1400,Card,Axis,success,,5230,2024-01-10 00:09:00
1241,1401,UPI,Axis,success,,1078,2024-01-11 00:09:00
1242,1403,UPI,Axis,failed,network,4329,2024-01-28 00:07:00
1243,1404,UPI,Axis,success,,2135,2024-02-26 00:07:00
1244,1405,UPI,Axis,success,,5859,2024-01-16 00:09:00
1245,1406,Wallet,Axis,success,,4630,2024-02-13 00:07:00
1246,1407,UPI,Axis,success,,2506,2024-01-02 00:07:00
1247,1408,Wallet,ICICI,success,,5507,2024-01-29 00:03:00
1248,1409,UPI,Axis,success,,2313,2024-02-13 00:07:00
1249,1410,Card,ICICI,success,,4552,2024-01-02 00:05:00
1250,1412,Wallet,SBI,success,,2671,2024-01-11 00:02:00
1251,1413,Card,HDFC,success,,4133,2024-02-04 00:07:00
1252,1414,UPI,SBI,success,,4079,2024-02-01 00:01:00
1253,1416,UPI,SBI,success,,2587,2024-02-16 00:05:00
1254,1417,UPI,ICICI,success,,3003,2024-01-05 00:07:00
1255,1418,Card,HDFC,failed,bank_decline,4026,2024-01-27 00:07:00
1256,1419,UPI,HDFC,failed,network,2909,2024-02-20 00:05:00
1257,1420,UPI,Axis,success,,1749,2024-01-12 00:07:00
1258,1422,Card,SBI,success,,2855,2024-01-03 00:08:00
1259,1423,Wallet,SBI,success,,1740,2024-02-01 00:05:00
1260,1424,Card,ICICI,success,,4098,2024-01-22 00:06:00
1261,1425,UPI,Axis,success,,572,2024-01-28 00:07:00
1262,1426,UPI,HDFC,success,,984,2024-01-26 00:07:00
1263,1427,Wallet,SBI,failed,network,5084,2024-02-14 00:05:00
1264,1428,UPI,SBI,failed,insufficient_funds,2761,2024-01-21 00:02:00
1265,1429,Card,SBI,success,,922,2024-01-11 00:06:00
1266,1431,UPI,ICICI,success,,2927,2024-02-12 00:05:00
1267,1432,UPI,ICICI,success,,4976,2024-01-07 00:06:00
1268,1433,UPI,HDFC,success,,5582,2024-02-07 00:03:00
1269,1434,UPI,Axis,success,,4742,2024-02-12 00:01:00
1270,1435,Card,ICICI,success,,5437,2024-01-09 00:09:00
1271,1437,Card,HDFC,success,,4661,2024-02-17 00:01:00
1272,1438,UPI,SBI,success,,2627,2024-02-28 00:09:00
1273,1440,Card,HDFC,failed,insufficient_funds,5017,2024-02-28 00:04:00
1274,1441,UPI,HDFC,success,,5095,2024-02-12 00:08:00
1275,1442,UPI,SBI,success,,4877,2024-01-26 00:06:00
1276,1443,Card,SBI,success,,3667,2024-01-06 00:08:00
1277,1444,Card,ICICI,success,,5858,2024-01-12 00:08:00
1278,1446,Card,SBI,failed,timeout,3567,2024-02-27 00:02:00
1279,1447,UPI,SBI,success,,3281,2024-02-06 00:03:00
1280,1449,Card,Axis,success,,571,2024-02-19 00:09:00
1281,1450,UPI,SBI,failed,insufficient_funds,5257,2024-02-13 00:02:00
1282,1451,Card,Axis,success,,756,2024-02-09 00:04:00
1283,1452,UPI,SBI,success,,2110,2024-02-24 00:01:00
