cart_id,user_id,product_id,quantity,cart_value,added_at
3038,1139,266,1,3999,2024-02-13
3039,1586,376,1,499,2024-02-09
3040,285,115,2,2998,2024-02-07
3041,146,384,1,999,2024-01-26
3042,1716,349,1,1499,2024-01-03
3043,1440,201,2,7998,2024-02-01
3044,1899,224,1,999,2024-02-12
3045,1697,170,1,1499,2024-02-17
3046,1403,309,2,998,2024-02-12
3047,1494,182,2,998,2024-01-10
3048,1899,308,1,3999,2024-01-10
3049,267,113,2,1998,2024-02-18
3050,1637,396,2,1998,2024-01-11
3051,1437,467,2,998,2024-02-23
3052,660,173,1,3999,2024-01-14
3053,1686,268,1,2499,2024-01-31
3054,736,271,2,998,2024-01-09
3055,1010,428,1,499,2024-02-17
3056,1736,371,2,2998,2024-01-06
3057,982,225,2,7998,2024-02-18
3058,399,467,2,4998,2024-02-23
3059,291,123,1,3999,2024-02-26
3060,80,376,2,7998,2024-02-23
3061,372,286,2,998,2024-02-04
3062,1644,474,2,998,2024-02-03
3063,1501,471,2,998,2024-02-12
3064,1186,426,2,2998,2024-02-25
3065,1172,234,2,4998,2024-01-18
3066,1529,262,2,4998,2024-01-23
3067,1012,365,1,3999,2024-01-30
3068,1229,265,1,499,2024-01-03
3069,824,387,2,7998,2024-01-15
3070,1843,417,2,998,2024-02-06
3071,973,197,2,7998,2024-02-12
3072,1887,351,2,7998,2024-01-03
3073,1621,187,1,1499,2024-01-15
3074,50,219,2,2998,2024-01-03
3075,1438,471,1,3999,2024-01-29
3076,121,149,1,499,2024-01-31
3077,1008,140,2,7998,2024-01-07
3078,1689,146,2,998,2024-01-07
3079,1886,357,2,1998,2024-02-24
3080,458,269,1,2499,2024-01-11
3081,1223,103,1,3999,2024-02-17
3082,226,100,1,999,2024-01-28
3083,1284,366,1,3999,2024-02-29
3084,1599,211,2,2998,2024-02-05
3085,278,110,2,4998,2024-02-12
3086,1849,464,2,7998,2024-02-15
3087,989,113,2,2998,2024-02-09
3088,1718,190,1,1499,2024-01-25
3089,4,319,2,1998,2024-01-17
3090,1217,442,1,1499,2024-02-24
3091,1791,348,2,1998,2024-02-25
3092,1328,172,2,998,2024-02-19
3093,919,414,1,499,2024-02-07
3094,151,245,1,499,2024-02-29
3095,6,160,1,499,2024-01-21
3096,1907,379,2,7998,2024-02-21
3097,1477,126,1,999,2024-01-20
3098,1984,390,2,998,2024-01-10
3099,1239,121,2,2998,2024-01-06
3100,1766,110,2,1998,2024-01-12
3101,1351,223,2,7998,2024-01-17
3102,1669,223,1,499,2024-02-14
3103,1953,460,1,999,2024-02-02
3104,922,285,1,2499,2024-02-05
3105,955,197,2,998,2024-02-17
3106,85,175,2,1998,2024-01-19
3107,418,231,1,499,2024-01-05
3108,154,293,2,4998,2024-02-14
3109,714,466,2,2998,2024-02-11
3110,706,420,1,1499,2024-02-27
3111,1556,245,2,4998,2024-01-29
3112,1294,414,1,999,2024-02-06
3113,1270,378,2,7998,2024-02-17
3114,373,453,1,499,2024-01-30
3115,1095,359,1,3999,2024-01-01
3116,1226,343,1,499,2024-01-12
3117,1375,333,2,7998,2024-01-15
3118,904,464,1,499,2024-01-05
3119,58,310,2,2998,2024-02-07
3120,769,395,2,998,2024-01-11
3121,221,461,1,499,2024-01-20
3122,1183,267,1,2499,2024-01-29
3123,1672,278,2,4998,2024-01-14
3124,1232,332,1,499,2024-01-26
3125,238,492,1,499,2024-02-03
3126,851,250,1,999,2024-01-10
3127,1754,240,2,2998,2024-01-27
3128,1212,356,2,998,2024-02-26
3129,702,431,1,499,2024-02-13
3130,394,237,2,2998,2024-02-10
3131,1810,459,1,999,2024-02-10
3132,1278,323,1,2499,2024-01-25
3133,1730,121,1,2499,2024-01-10
3134,997,188,1,1499,2024-02-08
3135,349,366,2,998,2024-02-29
3136,322,174,1,2499,2024-02-01
3137,1204,189,2,998,2024-02-03
3138,1859,371,1,3999,2024-01-23
3139,895,483,2,998,2024-02-02
3140,1624,256,1,2499,2024-02-01
3141,777,257,2,998,2024-01-22
3142,1387,494,2,998,2024-01-22
3143,1328,412,1,999,2024-02-22
3144,1406,164,1,999,2024-01-23
3145,828,105,2,998,2024-01-19
3146,1870,176,1,1499,2024-01-23
3147,126,190,2,2998,2024-01-22
3148,1006,390,1,1499,2024-01-30
3149,374,227,1,1499,2024-01-19
3150,1204,216,1,2499,2024-01-22
3151,555,324,1,1499,2024-01-01
3152,715,414,1,2499,2024-02-03
3153,1918,483,1,1499,2024-02-29
3154,818,113,2,998,2024-01-26
3155,1643,273,2,2998,2024-01-04
3156,1112,474,2,998,2024-02-17
3157,1550,249,2,998,2024-02-14
3158,1267,287,2,1998,2024-01-12
3159,530,184,1,3999,2024-01-28
3160,1252,485,1,3999,2024-02-06
3161,77,219,2,998,2024-01-03
3162,290,424,1,3999,2024-01-28
3163,851,242,2,7998,2024-01-29
3164,1577,405,1,1499,2024-01-20
3165,119,339,2,7998,2024-01-02
3166,1611,311,2,7998,2024-02-25
3167,1919,283,2,7998,2024-02-06
3168,1201,290,1,999,2024-01-01
3169,218,443,1,3999,2024-02-15
3170,1605,125,2,2998,2024-02-16
3171,725,460,2,4998,2024-02-05
3172,905,224,1,999,2024-02-13
3173,816,341,1,1499,2024-02-11
3174,1036,441,2,998,2024-01-18
3175,1985,382,1,1499,2024-01-09
3176,1137,374,1,2499,2024-02-06
3177,1806,136,2,1998,2024-02-23
3178,320,391,1,2499,2024-01-25
3179,26,320,2,998,2024-02-10
3180,391,418,2,998,2024-01-19
3181,55,394,1,499,2024-01-25
3182,1851,346,2,2998,2024-02-21
3183,1232,227,1,1499,2024-02-18
3184,1615,206,1,3999,2024-01-15
3185,1464,495,1,499,2024-02-15
3186,1860,435,1,2499,2024-02-25
3187,1950,322,1,499,2024-02-19
3188,151,434,2,1998,2024-01-26
3189,463,260,1,1499,2024-02-15
3190,913,387,2,998,2024-01-20
3191,1922,355,2,7998,2024-01-03
3192,1352,341,2,998,2024-01-25
3193,1222,219,2,7998,2024-01-21
3194,935,105,1,1499,2024-02-03
3195,1528,460,2,2998,2024-02-21
3196,1244,221,1,3999,2024-02-22
3197,1328,244,2,1998,2024-02-07
3198,511,357,2,2998,2024-01-24
3199,773,179,1,3999,2024-02-10
3200,1557,410,1,1499,2024-01-25
3201,1714,210,1,499,2024-01-01
3202,404,350,2,4998,2024-01-29
3203,363,367,1,999,2024-02-01
3204,1095,464,1,2499,2024-02-16
3205,862,495,1,999,2024-01-01
3206,1118,150,2,998,2024-02-04
3207,719,147,2,7998,2024-02-25
3208,475,266,2,7998,2024-01-16
3209,1609,308,1,3999,2024-02-01
3210,1691,204,2,998,2024-02-16
3211,770,169,2,4998,2024-01-15
3212,228,218,1,1499,2024-01-05
3213,347,460,1,3999,2024-01-10
3214,1199,445,1,1499,2024-01-22
3215,808,100,1,2499,2024-02-12
3216,217,499,2,2998,2024-01-08
3217,548,401,1,1499,2024-01-15
3218,1991,162,1,1499,2024-01-20
3219,1421,158,1,499,2024-01-25
3220,1893,402,2,4998,2024-01-12
3221,724,371,2,2998,2024-01-26
3222,1014,145,1,3999,2024-01-04
3223,1686,179,1,3999,2024-01-26
3224,274,149,2,4998,2024-02-29
3225,115,404,1,499,2024-01-10
3226,203,462,1,1499,2024-02-17
3227,518,375,1,499,2024-01-15
3228,1988,328,1,2499,2024-01-05
3229,1859,474,1,999,2024-02-01
3230,1149,432,2,7998,2024-02-01
3231,308,171,2,2998,2024-01-22
3232,1222,268,2,2998,2024-01-22
3233,1743,481,2,4998,2024-01-12
3234,1539,366,1,2499,2024-01-11
3235,913,154,2,998,2024-01-24
3236,1502,329,2,7998,2024-02-12
3237,895,146,2,998,2024-02-14
3238,66,482,1,2499,2024-02-10
3239,953,177,2,7998,2024-01-16
3240,208,459,1,2499,2024-01-16
3241,278,405,1,499,2024-01-01
3242,625,452,2,998,2024-02-20
3243,139,472,2,998,2024-01-23
3244,676,460,1,999,2024-01-28
3245,1333,378,2,998,2024-02-01
3246,332,160,2,2998,2024-02-20
3247,1192,106,1,499,2024-02-22
3248,547,370,2,4998,2024-02-05
3249,1067,434,2,998,2024-02-06
3250,1837,108,1,2499,2024-01-03
3251,889,312,2,4998,2024-02-20
3252,681,264,2,7998,2024-01-13
3253,832,330,2,1998,2024-01-28
3254,271,414,2,4998,2024-01-28
3255,300,255,1,2499,2024-02-27
3256,1066,463,1,1499,2024-02-14
3257,699,489,2,998,2024-01-24
3258,1621,493,2,1998,2024-02-20
3259,1540,114,1,999,2024-01-13
3260,1351,217,2,7998,2024-01-24
3261,285,187,2,4998,2024-01-05
3262,937,103,2,4998,2024-01-17
3263,262,338,2,2998,2024-02-19
3264,1959,213,2,1998,2024-01-12
3265,1745,326,2,998,2024-02-24
3266,996,413,1,3999,2024-02-18
3267,1279,242,2,7998,2024-01-18
3268,194,343,1,3999,2024-02-02
3269,81,101,2,7998,2024-02-27
3270,1629,459,1,999,2024-01-31
3271,411,223,2,4998,2024-02-24
3272,1927,424,1,999,2024-02-03
3273,1163,300,2,998,2024-01-30
3274,730,170,2,7998,2024-02-14
3275,756,167,2,1998,2024-02-01
3276,1906,246,2,998,2024-01-10
3277,1525,363,2,2998,2024-01-31
3278,1127,386,1,3999,2024-02-04
3279,1568,369,2,4998,2024-01-15
3280,1394,128,1,2499,2024-01-27
3281,855,236,2,4998,2024-02-28
3282,51,200,2,998,2024-01-27
3283,1262,425,1,999,2024-02-24
3284,40,333,2,7998,2024-01-01
3285,1927,447,1,3999,2024-01-12
3286,769,400,1,3999,2024-01-04
3287,921,429,2,7998,2024-01-23
3288,223,153,1,1499,2024-02-03
3289,518,400,1,3999,2024-02-21
3290,607,358,1,1499,2024-02-26
3291,381,175,1,999,2024-01-23
3292,272,391,2,4998,2024-02-20
3293,1423,238,2,2998,2024-01-19
3294,1430,489,2,4998,2024-02-28
3295,146,337,1,2499,2024-01-20
3296,434,216,1,499,2024-01-20
3297,840,140,2,2998,2024-01-29
3298,1930,427,2,7998,2024-01-13
3299,229,304,1,499,2024-01-28
3300,743,206,2,7998,2024-01-24
3301,1585,492,1,2499,2024-01-22
3302,454,439,2,998,2024-01-22
3303,363,203,2,7998,2024-02-09
3304,1275,237,2,7998,2024-01-11
3305,394,140,2,1998,2024-01-08
3306,1319,280,1,499,2024-02-01
3307,570,103,1,499,2024-01-24
3308,1735,109,2,4998,2024-01-12
3309,682,148,1,2499,2024-02-18
3310,1325,173,1,499,2024-02-09
3311,739,147,1,999,2024-01-21
3312,1052,223,1,999,2024-01-03
3313,601,250,2,4998,2024-02-08
3314,604,199,1,1499,2024-02-14
3315,1097,492,2,7998,2024-01-18
3316,1797,374,2,4998,2024-02-11
3317,313,299,1,999,2024-02-27
3318,1104,317,2,998,2024-01-06
3319,1053,225,2,1998,2024-02-05
3320,747,278,2,998,2024-02-14
3321,1335,327,2,4998,2024-01-15
3322,663,366,1,3999,2024-02-18
3323,57,358,2,7998,2024-02-14
3324,1682,351,1,2499,2024-01-15
3325,1434,309,1,3999,2024-02-07
3326,495,244,2,7998,2024-02-20
3327,1157,470,2,2998,2024-02-13
3328,1928,172,1,1499,2024-02-21
3329,1000,129,1,1499,2024-02-21
3330,147,179,2,998,2024-01-24
3331,229,107,1,1499,2024-01-07
3332,1948,268,2,4998,2024-01-09
3333,1732,104,1,1499,2024-01-11
3334,1620,424,1,2499,2024-01-16
3335,1586,337,2,2998,2024-01-07
3336,854,251,1,3999,2024-01-25
3337,332,433,1,1499,2024-01-14
3338,1473,480,1,2499,2024-01-01
3339,776,168,2,4998,2024-01-20
3340,1468,355,2,4998,2024-01-28
3341,442,426,1,1499,2024-02-18
3342,1001,178,1,499,2024-02-07
3343,411,169,1,2499,2024-02-03
3344,213,387,2,998,2024-02-27
3345,109,159,1,1499,2024-01-09
3346,1526,227,2,998,2024-02-17
3347,545,482,1,499,2024-02-29
3348,1126,269,2,4998,2024-01-20
3349,1505,139,2,2998,2024-02-12
3350,686,126,2,4998,2024-02-21
3351,421,203,1,3999,2024-02-07
3352,1773,104,2,1998,2024-01-31
3353,889,226,1,499,2024-01-21
3354,1477,407,1,1499,2024-01-22
3355,639,174,1,499,2024-01-13
3356,1935,330,1,1499,2024-02-13
3357,734,444,2,4998,2024-02-16
3358,1731,483,2,1998,2024-01-25
3359,412,352,2,1998,2024-01-22
3360,1727,421,2,1998,2024-02-07
3361,1118,234,1,999,2024-02-21
3362,484,278,2,998,2024-02-24
3363,771,482,2,2998,2024-01-20
3364,820,213,1,3999,2024-02-01
3365,44,356,1,1499,2024-01-16
3366,1340,431,1,499,2024-02-22
3367,58,344,1,2499,2024-01-20
3368,607,276,1,3999,2024-02-10
3369,1166,119,2,7998,2024-01-22
3370,390,454,1,3999,2024-02-11
3371,787,141,2,998,2024-02-07
3372,1470,243,1,999,2024-02-14
3373,1029,341,2,1998,2024-02-06
3374,1783,132,1,999,2024-01-15
3375,1457,188,2,2998,2024-01-12
3376,435,182,2,1998,2024-01-09
3377,123,371,1,3999,2024-02-06
3378,1014,499,1,999,2024-02-13
3379,1818,275,2,7998,2024-01-15
3380,626,188,1,3999,2024-02-13
3381,952,410,1,1499,2024-02-25
3382,759,335,2,1998,2024-02-23
3383,876,255,2,4998,2024-01-22
3384,18,300,1,999,2024-01-12
3385,1509,309,2,4998,2024-01-27
3386,685,250,2,2998,2024-01-19
3387,511,385,1,499,2024-02-16
3388,1764,195,1,1499,2024-01-25
3389,1247,443,1,1499,2024-01-10
3390,722,302,1,2499,2024-02-04
3391,244,343,1,1499,2024-02-26
3392,9,224,1,3999,2024-02-13
3393,1370,125,1,1499,2024-01-12
3394,898,494,1,1499,2024-02-19
3395,122,375,1,2499,2024-01-08
3396,480,399,2,2998,2024-01-11
3397,1322,373,2,2998,2024-02-08
3398,1389,261,2,1998,2024-01-19
3399,1350,199,1,3999,2024-01-23
3400,852,103,2,7998,2024-01-24
3401,840,312,2,7998,2024-01-15
3402,1133,189,1,1499,2024-01-20
3403,836,241,1,3999,2024-01-25
3404,857,445,2,1998,2024-02-25
3405,543,496,1,499,2024-01-14
3406,1146,189,1,499,2024-01-10
3407,275,140,2,1998,2024-02-17
3408,71,190,1,499,2024-02-19
3409,1199,121,2,998,2024-01-29
3410,1317,237,2,4998,2024-02-16
3411,862,149,1,1499,2024-02-23
3412,1499,199,1,2499,2024-02-18
3413,1745,371,2,4998,2024-02-18
3414,1760,494,2,1998,2024-02-27
3415,1043,458,1,499,2024-01-12
3416,1753,422,2,1998,2024-02-02
3417,1117,375,1,3999,2024-01-23
3418,1433,292,2,4998,2024-01-14
3419,1077,388,1,499,2024-01-23
3420,1022,237,2,2998,2024-02-18
3421,992,410,1,2499,2024-02-22
3422,1509,144,1,499,2024-02-06
3423,587,286,1,3999,2024-01-22
3424,1668,457,2,1998,2024-01-29
3425,558,386,1,499,2024-02-05
3426,1439,222,2,998,2024-01-02
3427,1572,187,2,4998,2024-01-20
3428,1156,237,1,499,2024-01-05
3429,642,361,1,3999,2024-01-27
3430,679,319,2,2998,2024-01-03
3431,1267,228,2,7998,2024-01-18
3432,1761,349,2,998,2024-01-13
3433,1836,466,2,2998,2024-01-22
3434,91,463,1,3999,2024-01-13
3435,1370,429,2,2998,2024-01-12
3436,915,460,1,2499,2024-02-01
3437,1913,216,1,499,2024-02-27
3438,1388,434,2,2998,2024-02-05
3439,1833,443,2,1998,2024-01-07
3440,1146,162,2,4998,2024-01-06
3441,359,173,2,998,2024-02-09
3442,1889,484,2,4998,2024-02-06
3443,1830,481,2,1998,2024-01-06
3444,1994,119,1,499,2024-01-25
3445,705,128,1,2499,2024-01-27
3446,1138,261,2,4998,2024-01-05
3447,419,293,2,2998,2024-02-26
3448,523,293,2,2998,2024-01-19
3449,187,229,2,4998,2024-01-09
3450,1102,409,2,2998,2024-02-19
3451,1606,444,1,499,2024-02-09
3452,811,373,1,1499,2024-01-01
3453,1511,336,1,499,2024-02-15
3454,1640,308,2,998,2024-01-09
3455,857,385,2,998,2024-02-08
3456,727,363,2,998,2024-01-10
3457,1654,269,1,2499,2024-02-18
3458,5,337,2,7998,2024-02-12
3459,1690,256,2,7998,2024-02-18
3460,1746,150,1,499,2024-01-14
3461,800,438,2,7998,2024-02-15
3462,303,219,1,499,2024-02-09
3463,1976,456,1,3999,2024-01-25
3464,90,237,2,1998,2024-02-19
3465,562,243,2,2998,2024-01-19
3466,355,220,2,7998,2024-02-19
3467,202,149,1,499,2024-01-17
3468,954,140,1,1499,2024-01-18
3469,1692,333,1,1499,2024-02-15
3470,1119,153,2,4998,2024-02-09
3471,1615,399,1,2499,2024-02-19
3472,695,415,2,7998,2024-01-09
3473,826,424,1,2499,2024-01-01
3474,1192,434,1,499,2024-01-06
3475,1013,122,1,2499,2024-02-07
3476,1722,322,2,1998,2024-02-07
3477,1864,193,2,7998,2024-02-08
3478,430,426,1,1499,2024-01-17
3479,1866,375,2,2998,2024-01-09
3480,1709,138,2,1998,2024-01-11
3481,1674,358,2,998,2024-02-22
3482,1382,358,1,1499,2024-02-25
3483,722,362,1,999,2024-01-18
3484,1840,484,2,4998,2024-02-14
3485,1756,283,1,3999,2024-02-15
3486,702,292,2,1998,2024-02-06
3487,1820,169,1,999,2024-01-07
3488,114,266,2,4998,2024-02-04
3489,532,207,2,998,2024-02-13
3490,1624,358,1,2499,2024-01-07
3491,505,286,2,4998,2024-02-08
3492,1350,357,2,2998,2024-01-11
3493,1321,351,2,1998,2024-01-10
3494,1392,451,2,1998,2024-02-03
3495,864,375,2,4998,2024-01-24
3496,1798,382,2,4998,2024-01-12
3497,1419,183,1,999,2024-01-09
3498,1054,374,1,999,2024-01-22
3499,387,282,1,999,2024-02-07
3500,968,418,2,998,2024-02-15
3501,1953,312,1,2499,2024-02-01
3502,54,142,2,4998,2024-01-08
3503,687,232,2,2998,2024-02-17
3504,979,474,2,2998,2024-01-21
3505,762,303,1,3999,2024-01-16
3506,10,211,2,1998,2024-02-02
3507,1811,288,1,999,2024-02-11
3508,1289,289,2,7998,2024-01-25
3509,135,173,1,2499,2024-02-20
3510,573,290,2,1998,2024-02-08
3511,526,249,2,2998,2024-01-06
3512,258,393,1,499,2024-02-28
3513,1430,191,2,4998,2024-01-04
3514,444,239,1,499,2024-01-23
3515,301,202,1,499,2024-01-09
3516,1812,301,2,7998,2024-02-05
3517,1050,339,1,499,2024-01-11
3518,1467,160,1,999,2024-02-23
3519,1015,198,2,7998,2024-02-04
3520,964,403,2,2998,2024-01-12
3521,1063,335,1,499,2024-02-04
3522,1270,331,2,1998,2024-01-07
3523,1000,328,2,1998,2024-02-26
3524,1687,343,2,2998,2024-01-29
3525,1232,318,2,7998,2024-01-21
3526,1689,407,1,3999,2024-01-03
3527,628,145,2,7998,2024-02-23
3528,201,155,2,2998,2024-01-24
3529,1205,384,1,1499,2024-01-30
3530,381,317,1,1499,2024-01-27
3531,1931,428,1,3999,2024-01-29
3532,1817,278,1,499,2024-02-29
3533,1951,226,1,1499,2024-01-30
3534,1198,334,1,1499,2024-02-05
3535,667,324,1,3999,2024-02-24
3536,868,323,1,1499,2024-01-23
3537,1343,430,2,998,2024-02-06
3538,1139,128,2,7998,2024-01-26
3539,303,286,2,2998,2024-02-19
3540,142,363,2,2998,2024-02-05
3541,1815,380,1,2499,2024-01-28
3542,528,311,1,2499,2024-02-06
3543,1172,248,1,999,2024-02-20
3544,1525,103,2,1998,2024-01-04
3545,1411,391,1,1499,2024-01-29
3546,1798,270,1,2499,2024-02-13
3547,1053,320,2,1998,2024-01-14
3548,260,182,2,7998,2024-02-13
3549,961,253,1,2499,2024-02-14
3550,114,391,2,998,2024-02-06
3551,8,268,2,998,2024-02-02
3552,1328,430,2,998,2024-02-20
3553,255,448,1,499,2024-01-31
3554,84,405,1,2499,2024-01-14
3555,1020,364,2,7998,2024-01-25
3556,1040,315,1,499,2024-01-09
3557,1327,274,2,7998,2024-01-25
3558,1823,212,1,999,2024-02-10
3559,96,268,2,1998,2024-02-15
3560,122,368,2,2998,2024-01-25
3561,226,285,1,2499,2024-01-30
3562,29,436,2,998,2024-01-20
3563,588,341,1,3999,2024-01-23
3564,1348,285,1,3999,2024-01-01
3565,1143,318,2,4998,2024-01-15
3566,1195,457,1,999,2024-01-21
3567,34,421,2,4998,2024-01-30
3568,1798,353,1,3999,2024-01-11
3569,1329,260,1,2499,2024-02-19
3570,1212,433,2,1998,2024-01-26
3571,1075,126,2,1998,2024-02-21
3572,1545,405,1,499,2024-01-30
3573,133,158,2,998,2024-01-09
3574,1390,455,1,499,2024-01-05
3575,1216,177,1,999,2024-02-16
3576,528,254,2,7998,2024-02-16
3577,1211,286,2,998,2024-02-03
3578,184,283,1,2499,2024-02-02
3579,1217,478,1,3999,2024-02-03
3580,1108,427,1,1499,2024-02-27
3581,896,261,2,998,2024-01-01
3582,1955,404,1,1499,2024-02-20
3583,1418,319,1,499,2024-01-15
3584,985,315,1,3999,2024-01-31
3585,1711,244,2,2998,2024-02-28
3586,1527,477,2,1998,2024-02-25
3587,604,348,2,998,2024-01-12
3588,803,471,1,2499,2024-01-07
3589,1086,355,1,1499,2024-02-14
3590,33,425,2,4998,2024-02-02
3591,493,100,1,1499,2024-02-11
3592,143,265,1,3999,2024-02-01
3593,1365,125,1,2499,2024-02-20
3594,1386,296,2,998,2024-02-24
3595,1955,295,2,1998,2024-01-05
3596,123,380,1,3999,2024-02-07
3597,1522,464,2,2998,2024-01-05
3598,1139,215,2,998,2024-02-25
3599,1909,157,2,2998,2024-01-17
3600,1381,121,2,4998,2024-01-07
3601,1418,368,1,2499,2024-01-25
3602,1528,196,1,999,2024-01-25
3603,592,109,1,2499,2024-01-03
3604,1940,373,1,3999,2024-02-21
3605,754,154,2,2998,2024-02-05
3606,1160,411,1,1499,2024-02-25
3607,365,155,2,7998,2024-01-28
3608,1631,148,1,2499,2024-01-23
3609,264,468,2,4998,2024-01-08
3610,1165,215,1,3999,2024-01-31
3611,88,357,2,1998,2024-01-21
3612,460,429,1,499,2024-02-14
3613,1261,183,1,499,2024-02-04
3614,1534,393,2,4998,2024-02-10
3615,1595,230,2,998,2024-02-10
3616,1873,478,1,499,2024-02-11
3617,1199,207,1,499,2024-02-27
3618,1596,152,2,4998,2024-02-19
3619,1193,482,1,1499,2024-02-25
3620,1076,378,2,4998,2024-01-29
3621,1252,127,2,4998,2024-02-29
3622,1272,446,2,1998,2024-01-03
3623,332,259,1,999,2024-02-13
3624,888,329,1,2499,2024-01-25
3625,1462,303,2,7998,2024-01-02
3626,1060,119,1,3999,2024-02-13
3627,1357,489,2,1998,2024-02-10
3628,99,358,2,1998,2024-02-03
3629,1093,102,2,2998,2024-01-15
3630,141,378,2,1998,2024-02-08
3631,494,428,1,499,2024-02-08
3632,1736,132,2,4998,2024-02-09
3633,1015,419,1,2499,2024-02-16
3634,1291,495,2,4998,2024-01-12
3635,8,289,2,2998,2024-02-21
3636,1439,381,1,1499,2024-02-21
3637,1598,392,2,998,2024-01-24
3638,1164,469,1,2499,2024-01-06
3639,1931,275,1,499,2024-01-06
3640,1425,173,2,1998,2024-02-17
3641,1435,143,1,2499,2024-02-27
3642,845,238,2,998,2024-02-06
3643,1933,379,2,2998,2024-01-26
3644,1897,326,2,2998,2024-01-03
3645,854,191,1,1499,2024-02-01
3646,1134,449,2,998,2024-02-15
3647,1196,118,1,499,2024-01-18
3648,1594,297,2,998,2024-02-25
3649,856,411,2,7998,2024-01-28
3650,414,404,1,2499,2024-02-02
3651,909,218,2,7998,2024-01-17
3652,1032,208,1,3999,2024-02-01
3653,965,310,1,999,2024-01-12
3654,363,156,2,1998,2024-02-06
3655,376,194,1,1499,2024-01-21
3656,1600,221,1,3999,2024-01-02
3657,1844,366,1,999,2024-01-26
3658,1926,353,2,7998,2024-02-08
3659,1351,436,2,4998,2024-01-17
3660,1974,244,2,7998,2024-02-21
3661,278,469,2,2998,2024-02-05
3662,1215,370,1,499,2024-02-03
3663,504,259,1,1499,2024-01-19
3664,1758,267,2,7998,2024-02-01
3665,79,238,2,7998,2024-02-19
3666,1573,477,1,499,2024-01-22
3667,1976,368,1,1499,2024-02-19
3668,1961,436,1,1499,2024-02-14
3669,700,127,1,3999,2024-02-08
3670,660,340,2,4998,2024-02-23
3671,95,255,1,999,2024-02-27
3672,1651,115,1,3999,2024-01-18
3673,453,391,2,7998,2024-02-20
3674,1709,340,1,999,2024-01-24
3675,634,267,2,998,2024-01-01
3676,1338,330,2,7998,2024-02-10
3677,1228,190,2,4998,2024-01-02
3678,677,331,1,499,2024-02-09
3679,222,452,1,499,2024-01-24
3680,1959,101,2,998,2024-02-09
3681,771,304,2,7998,2024-02-21
3682,1613,357,1,499,2024-01-02
3683,587,350,1,1499,2024-01-27
3684,1994,483,1,3999,2024-01-02
3685,734,456,1,3999,2024-01-23
3686,1225,424,2,1998,2024-02-02
3687,1246,169,1,499,2024-02-03
3688,605,149,1,3999,2024-02-01
3689,1574,451,1,2499,2024-01-03
3690,430,275,2,4998,2024-02-24
3691,1258,251,1,3999,2024-01-27
3692,121,308,2,7998,2024-01-12
3693,1585,492,2,4998,2024-01-08
3694,1058,344,2,4998,2024-01-20
3695,1690,221,1,1499,2024-02-21
3696,130,267,2,4998,2024-02-27
3697,1403,229,2,2998,2024-01-17
3698,1592,172,2,7998,2024-02-14
3699,612,489,1,499,2024-02-02
3700,1159,246,2,998,2024-02-24
3701,884,196,2,1998,2024-01-11
3702,1060,476,1,1499,2024-01-09
3703,168,118,2,4998,2024-02-03
3704,206,260,2,2998,2024-02-13
3705,1499,472,2,1998,2024-02-26
3706,794,336,1,999,2024-02-12
3707,1620,416,1,1499,2024-01-07
3708,75,129,2,4998,2024-01-16
3709,1114,216,1,3999,2024-01-27
3710,633,289,1,3999,2024-01-15
3711,1635,240,2,7998,2024-01-24
3712,1349,485,2,1998,2024-02-06
3713,1296,102,2,2998,2024-02-18
3714,75,489,2,1998,2024-02-09
3715,1889,432,2,4998,2024-02-27
3716,137,439,2,998,2024-01-19
3717,918,259,2,1998,2024-02-22
3718,261,482,1,2499,2024-01-23
3719,1236,415,2,4998,2024-02-08
3720,1912,160,2,4998,2024-01-31
3721,1579,364,1,499,2024-01-30
3722,610,166,2,7998,2024-01-07
3723,798,194,2,2998,2024-02-28
3724,586,306,2,1998,2024-02-14
3725,1664,167,2,998,2024-02-28
3726,1509,340,2,4998,2024-02-19
3727,1568,116,2,998,2024-02-19
3728,216,336,1,999,2024-01-03
3729,785,414,1,1499,2024-02-07
3730,364,320,1,999,2024-02-17
3731,67,302,1,499,2024-01-30
3732,231,288,2,4998,2024-02-29
3733,383,451,1,2499,2024-01-10
3734,235,139,2,7998,2024-02-03
3735,154,230,2,7998,2024-01-13
3736,1036,277,1,1499,2024-02-08
3737,1061,228,1,1499,2024-01-13
3738,1706,107,2,7998,2024-01-25
3739,1337,417,2,7998,2024-02-10
3740,12,291,1,999,2024-02-03
3741,174,372,2,1998,2024-02-09
3742,1249,398,2,4998,2024-02-09
3743,155,324,2,4998,2024-02-09
3744,846,317,2,7998,2024-02-03
3745,519,101,2,1998,2024-01-15
3746,1002,274,2,7998,2024-01-03
3747,236,415,1,3999,2024-02-21
3748,1062,276,2,2998,2024-02-28
3749,1968,192,2,7998,2024-02-15
3750,298,370,1,2499,2024-01-22
3751,1268,480,2,2998,2024-02-03
3752,123,193,2,1998,2024-01-05
3753,1516,335,1,2499,2024-02-10
3754,1691,101,1,499,2024-01-22
3755,1930,223,1,999,2024-02-29
3756,298,312,2,998,2024-01-29
3757,758,256,2,4998,2024-01-08
3758,1978,477,1,999,2024-02-03
3759,875,179,2,998,2024-01-04
3760,1065,470,2,998,2024-02-23
3761,1289,194,1,999,2024-02-21
3762,1132,288,1,3999,2024-01-25
3763,1250,452,1,2499,2024-02-29
