session_id,user_id,session_start,traffic_source,pages_viewed
1653,1432,2024-02-05,ads,2
1654,1182,2024-01-07,organic,5
1655,872,2024-01-05,organic,9
1656,99,2024-02-27,referral,9
1657,225,2024-01-29,referral,6
1658,852,2024-01-16,referral,7
1659,441,2024-01-06,referral,9
1660,720,2024-01-14,ads,14
1661,585,2024-02-27,ads,14
1662,1425,2024-02-21,ads,10
1663,1595,2024-01-02,ads,8
1664,1823,2024-01-25,organic,14
1665,64,2024-01-31,organic,10
1666,768,2024-02-19,referral,6
1667,560,2024-02-19,organic,6
1668,1303,2024-01-13,referral,7
1669,1734,2024-02-29,organic,7
1670,670,2024-01-18,organic,2
1671,1847,2024-01-17,organic,9
1672,1543,2024-02-14,organic,4
1673,1272,2024-01-28,organic,13
1674,368,2024-01-12,organic,13
1675,744,2024-02-04,ads,10
1676,618,2024-01-22,organic,9
1677,1006,2024-02-08,organic,12
1678,1995,2024-01-01,organic,11
1679,1122,2024-02-06,ads,10
1680,1292,2024-01-21,ads,3
1681,1084,2024-01-01,ads,5
1682,500,2024-01-04,organic,5
1683,1332,2024-02-01,organic,7
1684,1517,2024-02-27,ads,12
1685,1007,2024-01-01,ads,4
1686,411,2024-01-13,organic,11
1687,1018,2024-02-15,organic,13
1688,1164,2024-02-16,organic,12
1689,1933,2024-01-17,organic,4
1690,1352,2024-01-12,ads,13
1691,464,2024-01-07,ads,13
1692,702,2024-02-24,organic,1
1693,1661,2024-02-20,organic,6
1694,1949,2024-02-24,referral,4
1695,163,2024-01-03,ads,11
1696,60,2024-02-19,referral,10
1697,1949,2024-01-26,organic,10
1698,1055,2024-01-31,ads,5
1699,333,2024-02-05,organic,14
1700,76,2024-01-26,organic,11
1701,1779,2024-01-03,organic,9
1702,317,2024-02-13,ads,4
1703,1794,2024-02-24,organic,1
1704,1441,2024-01-28,ads,11
1705,1992,2024-02-13,organic,9
1706,190,2024-01-17,organic,5
1707,1513,2024-02-07,organic,10
1708,1913,2024-02-16,organic,13
1709,1339,2024-01-30,organic,12
1710,296,2024-01-02,organic,13
1711,501,2024-01-08,organic,11
1712,177,2024-01-14,organic,7
1713,800,2024-02-06,ads,3
1714,806,2024-02-04,organic,4
1715,860,2024-02-11,ads,12
1716,1743,2024-02-08,ads,10
1717,215,2024-01-11,organic,9
1718,1880,2024-01-15,ads,10
1719,653,2024-01-02,ads,13
1720,597,2024-02-06,organic,1
1721,1718,2024-02-12,referral,12
1722,1356,2024-02-01,ads,11
1723,128,2024-02-09,referral,5
1724,1293,2024-01-13,ads,8
1725,551,2024-02-12,organic,10
1726,1559,2024-01-17,organic,7
1727,1778,2024-01-15,ads,14
1728,1390,2024-02-02,referral,14
1729,619,2024-02-20,ads,4
1730,348,2024-01-16,referral,7
1731,142,2024-02-20,organic,1
1732,1169,2024-01-13,organic,6
1733,792,2024-02-24,referral,9
1734,245,2024-01-22,ads,3
1735,1466,2024-01-23,referral,4
1736,703,2024-02-05,ads,8
1737,1314,2024-02-12,organic,12
1738,1715,2024-02-19,ads,5
1739,1136,2024-02-19,referral,5
1740,214,2024-01-10,ads,1
1741,1674,2024-01-17,organic,6
1742,1910,2024-01-30,organic,14
1743,200,2024-01-13,ads,2
1744,405,2024-01-30,organic,1
1745,421,2024-02-26,ads,6
1746,7,2024-02-15,organic,5
1747,1882,2024-01-30,organic,13
1748,1549,2024-01-07,ads,5
1749,592,2024-01-10,organic,9
1750,286,2024-02-04,ads,12
1751,671,2024-01-02,organic,10
1752,389,2024-01-30,referral,10
1753,416,2024-01-19,organic,13
1754,784,2024-02-08,organic,3
1755,1007,2024-02-06,referral,1
1756,1737,2024-02-29,ads,14
1757,1174,2024-01-03,organic,14
1758,1984,2024-01-25,referral,8
1759,1015,2024-02-03,ads,12
1760,428,2024-02-24,referral,5
1761,1832,2024-02-27,ads,11
1762,1005,2024-01-22,organic,5
1763,1317,2024-02-07,organic,8
1764,334,2024-01-14,organic,8
1765,272,2024-02-08,ads,11
1766,1067,2024-02-23,organic,2
1767,1492,2024-01-02,organic,3
1768,319,2024-02-01,organic,10
1769,1516,2024-02-12,organic,10
1770,527,2024-02-22,referral,1
1771,760,2024-01-03,ads,3
1772,1196,2024-02-10,ads,12
1773,1754,2024-01-08,referral,4
1774,1673,2024-01-26,ads,11
1775,321,2024-02-01,referral,7
1776,739,2024-01-11,organic,9
1777,1068,2024-02-19,organic,12
1778,1556,2024-01-01,organic,5
1779,1655,2024-01-15,organic,12
1780,454,2024-01-04,referral,1
1781,746,2024-01-04,ads,2
1782,1994,2024-01-28,organic,10
1783,1904,2024-01-10,ads,2
1784,1915,2024-01-11,ads,9
1785,929,2024-02-19,organic,10
1786,848,2024-01-23,ads,7
1787,868,2024-02-16,referral,2
1788,774,2024-01-03,ads,1
1789,83,2024-02-08,ads,5
1790,543,2024-02-08,organic,12
1791,322,2024-01-17,organic,1
1792,786,2024-01-22,organic,9
1793,1258,2024-02-21,ads,3
1794,540,2024-01-27,organic,2
1795,252,2024-02-25,organic,14
1796,836,2024-01-16,referral,13
1797,1789,2024-01-16,ads,6
1798,449,2024-02-09,ads,3
1799,1263,2024-01-03,organic,5
1800,490,2024-02-21,organic,10
1801,1906,2024-02-16,organic,14
1802,464,2024-02-02,ads,8
1803,1965,2024-02-11,organic,10
1804,314,2024-01-02,ads,2
1805,1199,2024-02-08,referral,12
1806,1730,2024-02-15,organic,13
1807,1204,2024-02-17,organic,5
1808,1956,2024-01-27,ads,11
1809,385,2024-02-29,referral,8
1810,295,2024-01-15,referral,1
1811,1239,2024-01-07,organic,10
1812,986,2024-02-14,organic,10
1813,1739,2024-02-26,ads,14
1814,762,2024-02-11,ads,11
1815,1898,2024-01-09,organic,13
1816,769,2024-02-10,ads,12
1817,1099,2024-01-06,ads,13
1818,344,2024-02-25,organic,12
1819,1738,2024-02-26,referral,4
1820,142,2024-01-12,organic,5
1821,718,2024-01-30,ads,14
1822,1223,2024-02-24,ads,10
1823,1943,2024-01-20,organic,12
1824,1195,2024-01-20,ads,14
1825,406,2024-02-23,ads,11
1826,1852,2024-02-15,referral,3
1827,228,2024-01-27,organic,12
1828,411,2024-01-20,ads,2
1829,952,2024-02-28,ads,12
1830,898,2024-01-07,ads,3
1831,1959,2024-02-09,referral,11
1832,691,2024-02-09,organic,5
1833,878,2024-01-30,organic,7
1834,787,2024-01-08,ads,2
1835,62,2024-01-02,organic,13
1836,1351,2024-01-14,referral,14
1837,1740,2024-01-10,ads,7
1838,1987,2024-02-19,organic,6
1839,1983,2024-01-18,ads,14
1840,879,2024-01-18,organic,7
1841,1157,2024-01-16,ads,7
1842,1608,2024-02-21,organic,9
1843,1614,2024-01-05,organic,7
1844,1213,2024-02-21,organic,14
1845,356,2024-01-31,ads,12
1846,71,2024-02-06,organic,13
1847,263,2024-01-20,organic,6
1848,306,2024-01-23,organic,10
1849,558,2024-02-01,organic,8
1850,1248,2024-02-11,referral,7
1851,1352,2024-01-17,organic,6
1852,762,2024-01-13,referral,4
1853,588,2024-02-18,ads,7
1854,74,2024-02-19,ads,12
1855,1535,2024-01-13,organic,8
1856,142,2024-01-17,referral,8
1857,1609,2024-02-29,organic,12
1858,102,2024-01-15,ads,12
1859,1630,2024-01-26,referral,4
1860,1605,2024-02-13,referral,10
1861,1089,2024-01-28,ads,9
1862,193,2024-02-11,referral,3
1863,953,2024-02-14,ads,9
1864,1086,2024-01-30,organic,3
1865,1556,2024-02-12,organic,13
1866,1265,2024-02-04,organic,7
1867,1739,2024-01-22,organic,4
1868,410,2024-01-10,ads,5
1869,300,2024-01-11,ads,13
1870,1219,2024-02-07,organic,3
1871,454,2024-02-02,referral,2
1872,574,2024-01-06,organic,12
1873,619,2024-02-06,referral,8
1874,637,2024-01-07,referral,14
1875,301,2024-02-23,referral,7
1876,779,2024-02-13,ads,7
1877,1480,2024-01-12,organic,8
1878,989,2024-01-07,ads,13
1879,202,2024-01-02,organic,1
1880,674,2024-02-29,organic,12
1881,1880,2024-01-01,ads,8
1882,302,2024-01-23,organic,10
1883,1648,2024-01-25,referral,12
1884,337,2024-01-18,referral,14
1885,32,2024-02-13,organic,14
1886,1995,2024-01-07,ads,5
1887,1122,2024-02-20,organic,8
1888,1783,2024-02-23,referral,9
1889,773,2024-01-03,ads,13
1890,1215,2024-01-29,organic,2
1891,1565,2024-01-10,organic,3
1892,1072,2024-02-28,organic,6
1893,1274,2024-02-28,referral,9
1894,1250,2024-02-12,organic,14
1895,1296,2024-01-05,organic,10
1896,665,2024-02-03,referral,10
1897,1509,2024-01-08,referral,8
1898,328,2024-01-14,referral,14
1899,797,2024-02-09,ads,13
1900,1204,2024-02-24,ads,6
1901,814,2024-01-06,ads,5
1902,665,2024-01-01,organic,14
1903,746,2024-02-25,ads,13
1904,1047,2024-02-02,organic,3
1905,930,2024-02-09,organic,12
1906,963,2024-01-11,referral,4
1907,1630,2024-02-19,organic,13
1908,1394,2024-01-24,referral,13
1909,1269,2024-01-10,organic,7
1910,1826,2024-02-13,organic,7
1911,1184,2024-02-21,ads,3
1912,373,2024-01-23,ads,4
1913,285,2024-01-16,ads,3
1914,521,2024-02-06,referral,2
1915,1474,2024-01-16,organic,6
1916,697,2024-02-25,referral,7
1917,807,2024-02-13,organic,4
1918,647,2024-01-31,referral,5
1919,1646,2024-01-06,organic,8
1920,1605,2024-01-30,ads,9
1921,136,2024-02-06,ads,7
1922,96,2024-01-01,organic,10
1923,1143,2024-02-20,referral,14
1924,1398,2024-02-11,organic,1
1925,274,2024-01-25,organic,11
1926,1894,2024-02-15,ads,14
1927,878,2024-02-26,organic,3
1928,850,2024-01-21,organic,11
1929,1201,2024-02-04,ads,5
1930,1897,2024-02-07,ads,3
1931,1773,2024-01-05,organic,1
1932,784,2024-02-18,ads,2
1933,1301,2024-02-19,ads,8
1934,1162,2024-01-12,referral,7
1935,1898,2024-01-05,referral,13
1936,132,2024-01-09,ads,10
1937,1068,2024-02-13,ads,3
1938,1147,2024-02-21,organic,4
1939,1160,2024-01-09,organic,14
1940,1391,2024-02-04,ads,13
1941,373,2024-01-01,referral,3
1942,1150,2024-02-23,ads,13
1943,1463,2024-02-16,organic,4
1944,1811,2024-01-10,organic,8
1945,1600,2024-02-15,ads,9
1946,808,2024-02-08,ads,7
1947,744,2024-02-05,ads,9
1948,51,2024-02-27,ads,14
1949,1161,2024-02-06,organic,9
1950,1182,2024-02-21,referral,7
1951,56,2024-02-17,ads,7
1952,1617,2024-02-04,organic,8
1953,744,2024-01-17,organic,12
1954,428,2024-01-13,referral,10
1955,443,2024-01-06,referral,12
1956,1935,2024-02-27,organic,12
1957,1988,2024-02-06,organic,3
1958,326,2024-02-17,organic,8
1959,640,2024-02-01,organic,1
1960,1662,2024-01-11,ads,13
1961,829,2024-01-17,ads,6
1962,80,2024-01-05,ads,2
1963,474,2024-01-06,ads,7
1964,377,2024-01-10,organic,13
1965,1893,2024-02-22,organic,3
1966,919,2024-02-02,organic,11
1967,333,2024-01-30,organic,10
1968,1199,2024-01-21,organic,5
1969,1681,2024-02-11,ads,10
1970,441,2024-01-17,ads,2
1971,126,2024-01-27,ads,1
1972,1718,2024-01-03,ads,5
1973,219,2024-02-29,ads,9
1974,948,2024-01-29,ads,9
1975,278,2024-01-02,organic,7
1976,1509,2024-01-29,referral,14
1977,595,2024-02-18,organic,9
1978,935,2024-02-05,organic,4
1979,141,2024-02-03,organic,3
1980,846,2024-02-06,referral,11
1981,1008,2024-02-11,referral,4
1982,1631,2024-01-01,ads,7
1983,877,2024-02-29,ads,8
1984,1730,2024-01-26,ads,2
1985,110,2024-01-01,referral,5
1986,1076,2024-02-28,ads,5
1987,1639,2024-02-27,referral,13
1988,613,2024-01-04,organic,9
1989,1678,2024-02-08,organic,13
1990,713,2024-01-14,referral,13
1991,1994,2024-02-15,organic,13
1992,1343,2024-01-18,referral,3
1993,1223,2024-02-03,ads,12
1994,796,2024-01-01,referral,6
1995,729,2024-02-22,organic,10
1996,1070,2024-01-22,ads,12
1997,505,2024-01-16,organic,5
1998,1564,2024-01-22,ads,2
1999,1538,2024-02-19,ads,2
2000,1919,2024-01-16,referral,4
2001,1041,2024-01-28,ads,12
2002,315,2024-01-28,organic,4
2003,1460,2024-02-24,referral,7
2004,1412,2024-01-22,organic,14
2005,77,2024-02-25,organic,12
2006,978,2024-01-06,organic,14
2007,899,2024-01-25,referral,1
2008,1395,2024-02-11,organic,11
2009,1189,2024-01-02,organic,6
2010,1633,2024-01-07,referral,11
2011,1641,2024-02-22,ads,13
2012,1048,2024-01-17,organic,9
2013,712,2024-02-04,ads,2
2014,1059,2024-01-20,referral,12
2015,1538,2024-02-13,organic,5
2016,1825,2024-01-02,ads,10
2017,1868,2024-01-07,ads,11
2018,854,2024-02-01,ads,10
2019,1485,2024-02-18,organic,4
2020,1162,2024-01-19,ads,4
2021,1873,2024-01-12,organic,8
2022,1598,2024-01-09,ads,14
2023,1835,2024-01-27,organic,6
2024,709,2024-01-14,organic,7
2025,1913,2024-01-02,organic,11
2026,1595,2024-01-21,ads,12
2027,265,2024-01-04,organic,9
2028,333,2024-02-29,organic,13
2029,188,2024-02-20,organic,3
2030,1087,2024-01-21,ads,11
2031,820,2024-02-17,organic,2
2032,1303,2024-01-22,ads,3
2033,1566,2024-02-18,organic,8
2034,1195,2024-01-02,organic,13
2035,1527,2024-01-17,ads,9
2036,1988,2024-01-19,referral,10
2037,1557,2024-02-09,organic,5
2038,299,2024-01-24,organic,8
2039,201,2024-01-20,organic,14
2040,1159,2024-02-07,ads,11
2041,272,2024-01-12,organic,7
2042,535,2024-01-25,ads,12
2043,1466,2024-01-23,organic,14
2044,1111,2024-02-19,organic,12
2045,31,2024-02-28,organic,13
2046,1145,2024-02-03,ads,9
2047,69,2024-02-01,ads,4
2048,1670,2024-02-20,organic,13
2049,883,2024-01-24,referral,10
2050,961,2024-02-11,organic,3
2051,827,2024-01-25,ads,9
2052,1520,2024-01-03,ads,8
2053,924,2024-01-25,organic,7
2054,1170,2024-01-28,ads,1
2055,984,2024-01-12,ads,2
2056,1357,2024-01-26,organic,9
2057,481,2024-02-17,ads,5
2058,1930,2024-02-13,organic,1
2059,1287,2024-01-08,ads,9
2060,293,2024-01-05,organic,1
2061,1453,2024-01-11,ads,8
2062,86,2024-02-11,organic,5
2063,1040,2024-02-04,organic,14
2064,728,2024-01-27,organic,11
2065,628,2024-02-24,organic,12
2066,118,2024-02-10,ads,6
2067,270,2024-02-13,organic,1
2068,1419,2024-02-07,ads,2
2069,979,2024-01-19,organic,7
2070,855,2024-02-17,ads,2
2071,162,2024-02-22,ads,5
2072,700,2024-02-24,referral,11
2073,1128,2024-02-25,referral,9
2074,1677,2024-02-01,referral,5
2075,167,2024-02-15,ads,12
2076,300,2024-01-28,organic,3
2077,28,2024-02-05,ads,11
2078,1448,2024-01-18,referral,13
2079,1808,2024-01-10,organic,6
2080,562,2024-02-01,ads,7
2081,883,2024-01-18,organic,10
2082,156,2024-01-12,ads,14
2083,1348,2024-02-20,organic,11
2084,1372,2024-01-08,ads,10
2085,1145,2024-02-02,ads,11
2086,1980,2024-02-15,referral,8
2087,652,2024-02-24,ads,3
2088,1552,2024-02-07,ads,11
2089,821,2024-01-14,organic,4
2090,1974,2024-01-02,organic,10
2091,561,2024-01-09,organic,4
2092,1188,2024-02-13,organic,2
2093,1086,2024-01-05,organic,7
2094,1364,2024-02-03,ads,12
2095,1690,2024-01-19,ads,4
2096,312,2024-01-07,ads,4
2097,376,2024-02-08,organic,13
2098,1370,2024-02-11,organic,12
2099,150,2024-01-17,ads,8
2100,1912,2024-01-26,organic,6
2101,585,2024-02-15,organic,6
2102,581,2024-01-27,organic,11
2103,977,2024-02-12,organic,9
2104,177,2024-01-28,organic,4
2105,354,2024-01-20,organic,9
2106,514,2024-01-06,organic,1
2107,309,2024-01-08,ads,11
2108,119,2024-02-01,organic,9
2109,1543,2024-01-19,organic,1
2110,767,2024-02-01,referral,7
2111,996,2024-01-19,ads,6
2112,973,2024-01-24,organic,7
2113,916,2024-01-24,referral,9
2114,478,2024-02-25,organic,10
2115,1438,2024-01-17,organic,4
2116,587,2024-02-25,referral,12
2117,351,2024-02-25,referral,9
2118,1530,2024-01-18,organic,3
2119,195,2024-01-12,ads,10
2120,1211,2024-02-10,ads,11
2121,1474,2024-01-23,organic,11
2122,496,2024-02-25,organic,9
2123,515,2024-02-17,organic,13
2124,696,2024-01-18,referral,1
2125,1871,2024-01-16,organic,14
2126,273,2024-01-16,ads,5
2127,880,2024-02-05,organic,10
2128,52,2024-01-23,organic,5
2129,263,2024-01-22,ads,1
2130,1392,2024-02-08,ads,1
2131,133,2024-02-02,organic,3
2132,994,2024-01-24,organic,9
2133,1249,2024-02-24,ads,7
2134,310,2024-01-20,organic,6
2135,1597,2024-02-02,organic,9
2136,1901,2024-01-31,ads,4
2137,16,2024-02-09,ads,4
2138,1765,2024-02-27,organic,3
2139,195,2024-02-24,ads,5
2140,1787,2024-01-08,referral,5
2141,1467,2024-01-10,organic,12
2142,303,2024-01-01,ads,14
2143,1072,2024-01-21,organic,10
2144,1771,2024-01-25,organic,7
2145,1145,2024-02-01,organic,7
2146,1523,2024-02-22,organic,6
2147,832,2024-02-15,ads,4
2148,562,2024-02-15,organic,7
2149,1493,2024-01-10,ads,14
2150,41,2024-02-29,organic,2
2151,1480,2024-02-20,organic,13
2152,534,2024-02-26,ads,12
2153,371,2024-02-17,ads,9
2154,1206,2024-01-09,ads,7
2155,517,2024-01-20,ads,2
2156,657,2024-02-17,organic,10
2157,1893,2024-01-20,ads,2
2158,590,2024-02-28,organic,13
2159,231,2024-02-09,ads,6
2160,809,2024-01-07,referral,11
2161,1372,2024-01-11,organic,7
2162,479,2024-01-21,organic,9
2163,1233,2024-02-07,ads,4
2164,675,2024-02-16,ads,8
2165,1704,2024-01-19,organic,14
2166,278,2024-02-15,referral,10
2167,1773,2024-01-15,ads,13
2168,1712,2024-01-06,organic,2
2169,53,2024-02-25,organic,6
2170,1885,2024-01-10,ads,4
2171,1034,2024-02-15,organic,8
2172,1682,2024-01-16,organic,9
2173,1763,2024-02-14,ads,2
2174,748,2024-01-11,ads,7
2175,464,2024-02-26,ads,7
2176,754,2024-02-04,organic,8
2177,1841,2024-01-08,ads,13
2178,583,2024-01-28,referral,5
2179,158,2024-01-03,organic,11
2180,19,2024-01-02,ads,13
2181,55,2024-02-22,referral,3
2182,1980,2024-01-14,ads,1
2183,1751,2024-02-21,ads,4
2184,1992,2024-01-29,organic,3
2185,721,2024-02-22,ads,2
2186,1045,2024-02-23,ads,6
2187,1306,2024-02-16,ads,7
2188,761,2024-01-03,referral,10
2189,1564,2024-01-01,organic,7
2190,1019,2024-01-15,organic,12
2191,1959,2024-01-20,organic,8
2192,1441,2024-01-22,ads,13
2193,808,2024-02-03,organic,14
2194,723,2024-02-19,ads,2
2195,285,2024-02-02,organic,14
2196,1556,2024-01-09,organic,11
2197,1556,2024-01-03,organic,12
2198,511,2024-01-02,referral,10
2199,1866,2024-01-04,ads,13
2200,1022,2024-01-16,referral,6
2201,1420,2024-02-23,ads,13
2202,120,2024-02-02,organic,6
2203,97,2024-01-09,organic,10
2204,120,2024-02-26,referral,12
2205,1561,2024-02-09,ads,1
2206,1177,2024-02-07,organic,2
2207,1269,2024-02-21,ads,13
2208,1796,2024-01-18,organic,9
2209,1540,2024-01-16,organic,8
2210,393,2024-01-08,organic,12
2211,1167,2024-01-23,ads,13
2212,1528,2024-02-29,organic,4
2213,794,2024-02-05,organic,6
2214,1871,2024-01-03,organic,2
2215,1882,2024-01-15,organic,12
2216,220,2024-02-07,ads,5
2217,839,2024-02-02,organic,2
2218,160,2024-01-18,organic,13
2219,1100,2024-01-23,referral,5
2220,611,2024-02-12,organic,7
2221,1716,2024-01-03,organic,7
2222,639,2024-01-30,organic,9
2223,1056,2024-02-14,ads,3
2224,777,2024-01-17,ads,12
2225,334,2024-02-19,organic,4
2226,1549,2024-02-27,referral,9
2227,1464,2024-02-27,ads,14
2228,892,2024-02-01,ads,8
2229,940,2024-02-15,organic,12
2230,352,2024-02-26,organic,7
2231,1363,2024-01-07,ads,8
2232,926,2024-02-08,referral,9
2233,1424,2024-01-14,ads,12
2234,396,2024-02-27,organic,4
2235,1226,2024-02-25,organic,5
2236,1986,2024-01-15,ads,9
2237,530,2024-02-13,ads,7
2238,1933,2024-01-12,organic,14
2239,1117,2024-01-08,organic,4
2240,1816,2024-01-16,organic,6
2241,358,2024-02-10,ads,11
2242,1420,2024-02-03,ads,1
2243,828,2024-02-15,ads,1
2244,60,2024-01-24,ads,9
2245,477,2024-02-25,organic,8
2246,1750,2024-01-29,ads,13
2247,612,2024-01-16,referral,1
2248,1,2024-01-05,referral,13
2249,1579,2024-01-05,referral,11
2250,311,2024-02-21,organic,2
2251,168,2024-01-30,ads,13
2252,192,2024-02-22,referral,4
2253,1058,2024-02-19,ads,1
2254,1058,2024-02-19,organic,2
2255,1712,2024-01-05,referral,5
2256,1441,2024-02-12,organic,8
2257,708,2024-01-13,organic,6
2258,1182,2024-02-04,organic,6
2259,1781,2024-02-18,ads,4
2260,1524,2024-01-25,organic,2
2261,366,2024-02-19,organic,3
2262,1364,2024-01-14,ads,13
2263,858,2024-02-13,ads,6
2264,1359,2024-02-15,ads,6
2265,1607,2024-01-26,organic,5
2266,327,2024-01-18,ads,6
2267,114,2024-01-20,organic,11
2268,797,2024-02-03,organic,6
2269,919,2024-01-07,organic,13
2270,1442,2024-02-16,ads,1
2271,1492,2024-02-29,organic,6
2272,1167,2024-01-10,organic,5
2273,609,2024-01-15,organic,8
2274,309,2024-01-17,organic,9
2275,401,2024-01-11,referral,14
2276,1344,2024-02-03,referral,6
2277,212,2024-01-27,organic,13
2278,317,2024-01-21,organic,12
2279,185,2024-01-31,organic,12
2280,1229,2024-02-19,ads,10
2281,1388,2024-02-26,organic,4
2282,1240,2024-01-04,organic,3
2283,246,2024-02-10,ads,10
2284,239,2024-02-28,organic,12
2285,1829,2024-02-29,organic,1
2286,1415,2024-02-18,organic,7
2287,520,2024-01-17,organic,5
2288,1614,2024-02-18,ads,4
2289,1860,2024-02-17,referral,9
2290,277,2024-01-20,organic,7
2291,1981,2024-01-25,organic,10
2292,1006,2024-02-09,referral,13
2293,202,2024-01-23,referral,8
2294,214,2024-01-15,organic,4
2295,606,2024-02-02,ads,10
2296,478,2024-01-19,organic,12
2297,508,2024-02-26,ads,10
2298,2000,2024-01-15,referral,8
2299,1099,2024-02-10,ads,4
2300,669,2024-01-05,organic,1
2301,665,2024-01-16,organic,11
2302,1978,2024-02-29,ads,8
2303,142,2024-02-14,ads,1
2304,1614,2024-02-17,ads,13
2305,322,2024-02-01,organic,12
2306,1718,2024-01-22,ads,3
2307,461,2024-02-12,ads,7
2308,707,2024-02-01,organic,3
2309,670,2024-01-13,organic,13
2310,1170,2024-02-07,organic,8
2311,54,2024-01-26,ads,5
2312,1380,2024-02-21,ads,3
2313,277,2024-01-17,ads,5
2314,1845,2024-01-05,organic,5
2315,1619,2024-02-18,referral,8
2316,400,2024-02-02,ads,12
2317,668,2024-01-27,organic,9
2318,516,2024-01-05,organic,6
2319,1523,2024-02-06,organic,10
2320,1335,2024-01-07,referral,3
2321,1295,2024-02-17,organic,2
2322,576,2024-01-18,organic,11
2323,1473,2024-01-31,organic,3
2324,112,2024-01-06,ads,9
2325,239,2024-01-02,organic,7
2326,1168,2024-01-13,organic,11
2327,1398,2024-02-11,organic,11
2328,1044,2024-02-22,organic,9
2329,1600,2024-02-21,organic,13
2330,1313,2024-01-11,ads,6
2331,1617,2024-01-26,ads,8
2332,197,2024-01-21,ads,10
2333,382,2024-01-02,ads,11
2334,1605,2024-02-09,organic,9
2335,1722,2024-02-25,ads,3
2336,1703,2024-02-23,organic,7
2337,1741,2024-02-20,organic,9
2338,1516,2024-01-20,referral,2
2339,164,2024-01-17,ads,12
2340,606,2024-01-16,ads,7
2341,1273,2024-02-26,referral,5
2342,1092,2024-02-11,referral,8
2343,855,2024-01-05,ads,4
2344,1045,2024-01-14,ads,1
2345,831,2024-01-24,ads,11
2346,1536,2024-02-20,organic,13
2347,597,2024-01-04,organic,10
2348,1414,2024-02-21,ads,8
2349,536,2024-02-17,organic,6
2350,111,2024-01-24,organic,13
2351,949,2024-02-16,organic,8
2352,863,2024-02-29,organic,3
2353,595,2024-01-09,referral,8
2354,1894,2024-01-03,ads,8
2355,1022,2024-02-24,ads,12
2356,460,2024-01-09,referral,1
2357,1102,2024-01-18,referral,4
2358,434,2024-02-05,ads,7
2359,1404,2024-01-19,referral,13
2360,1676,2024-01-24,organic,14
2361,1464,2024-01-04,organic,11
2362,888,2024-01-09,organic,1
2363,783,2024-02-02,ads,3
2364,1363,2024-01-01,ads,3
2365,988,2024-02-21,ads,6
2366,1448,2024-02-20,ads,5
2367,169,2024-02-04,organic,12
2368,709,2024-01-10,organic,11
2369,965,2024-01-12,ads,7
2370,1286,2024-01-18,organic,3
2371,727,2024-01-14,ads,11
2372,1603,2024-01-10,ads,1
2373,229,2024-01-10,ads,11
2374,1185,2024-01-18,organic,3
2375,427,2024-01-24,ads,8
2376,122,2024-01-01,ads,5
2377,149,2024-01-30,referral,3
2378,852,2024-01-15,ads,14
2379,705,2024-01-08,ads,8
2380,1767,2024-02-27,organic,6
2381,111,2024-02-04,ads,3
2382,1681,2024-01-18,referral,14
2383,1245,2024-02-10,organic,5
2384,1928,2024-01-16,organic,1
2385,64,2024-01-21,organic,6
2386,638,2024-01-15,ads,14
2387,1754,2024-01-05,organic,12
2388,1820,2024-02-14,organic,13
2389,1378,2024-02-23,referral,14
2390,1498,2024-02-21,ads,9
2391,909,2024-01-07,organic,12
2392,1772,2024-02-17,organic,7
2393,1509,2024-01-07,organic,11
2394,13,2024-01-27,organic,13
2395,934,2024-01-25,organic,8
2396,1177,2024-01-22,ads,6
2397,239,2024-02-17,ads,11
2398,1214,2024-01-13,ads,5
2399,663,2024-01-17,organic,12
2400,1110,2024-02-10,ads,6
2401,1045,2024-02-13,ads,7
2402,694,2024-01-13,organic,9
2403,1343,2024-01-26,organic,8
2404,1182,2024-01-09,ads,5
2405,971,2024-01-05,ads,7
2406,964,2024-02-08,organic,8
2407,1505,2024-02-02,ads,1
2408,1903,2024-01-04,ads,8
2409,76,2024-01-28,referral,11
2410,329,2024-01-26,organic,7
2411,1440,2024-01-04,ads,11
2412,1227,2024-01-16,organic,12
2413,1253,2024-02-06,ads,12
2414,152,2024-01-22,ads,2
2415,1799,2024-02-05,organic,2
2416,72,2024-02-07,ads,12
2417,225,2024-02-27,organic,6
2418,473,2024-02-24,ads,3
2419,1921,2024-02-04,organic,1
2420,1667,2024-01-25,ads,8
2421,360,2024-01-08,organic,7
2422,540,2024-01-17,ads,4
2423,811,2024-01-18,ads,14
2424,609,2024-02-19,ads,1
2425,1070,2024-02-27,organic,2
2426,1,2024-02-26,ads,9
2427,678,2024-01-12,organic,4
2428,1269,2024-02-26,ads,3
2429,1243,2024-02-26,ads,8
2430,1638,2024-02-02,ads,4
2431,291,2024-01-23,ads,7
2432,1482,2024-01-12,organic,13
2433,204,2024-01-11,ads,14
2434,1226,2024-01-13,organic,14
2435,566,2024-02-04,referral,14
2436,482,2024-01-27,referral,5
2437,1816,2024-01-25,ads,5
2438,511,2024-02-09,referral,11
2439,924,2024-01-03,organic,6
2440,278,2024-02-18,referral,12
2441,1005,2024-01-25,organic,13
2442,16,2024-02-14,ads,4
2443,1549,2024-01-10,ads,2
2444,356,2024-01-17,organic,6
2445,356,2024-01-03,organic,13
2446,830,2024-02-14,organic,5
2447,1963,2024-01-22,referral,3
2448,599,2024-02-07,organic,4
2449,1102,2024-01-14,ads,3
2450,928,2024-01-27,ads,3
