order_id,user_id,order_value,order_status,order_time
1617,251,2155,failed,2024-01-10
1618,1925,1254,success,2024-01-22
1619,1247,5853,cancelled,2024-01-15
1620,610,3008,success,2024-02-29
1621,748,4122,success,2024-02-19
1622,109,4335,success,2024-02-09
1623,1342,4741,failed,2024-02-05
1624,263,3453,success,2024-02-12
1625,1145,4779,success,2024-02-08
1626,943,5194,success,2024-01-16
1627,1697,4011,cancelled,2024-02-25
1628,810,5595,success,2024-02-24
1629,1002,2775,failed,2024-01-28
1630,290,3988,success,2024-02-04
1631,1311,3488,success,2024-02-25
1632,1583,5695,cancelled,2024-02-01
1633,1366,5831,success,2024-02-21
1634,1494,1902,success,2024-02-16
1635,824,2425,failed,2024-01-24
1636,40,1131,success,2024-01-21
1637,1446,2237,cancelled,2024-02-10
1638,1711,5785,success,2024-01-19
1639,461,5442,success,2024-02-01
1640,1108,3999,cancelled,2024-02-15
1641,980,4338,failed,2024-02-03
1642,976,2300,success,2024-02-21
1643,714,4791,success,2024-01-18
1644,1045,2137,success,2024-01-11
1645,1743,2798,success,2024-01-11
1646,1354,5009,success,2024-02-29
1647,826,4913,failed,2024-01-18
1648,1229,1044,failed,2024-01-01
1649,848,3199,success,2024-02-09
1650,1562,2666,success,2024-01-01
1651,1786,3030,success,2024-01-24
1652,548,1203,success,2024-02-10
1653,1886,1520,success,2024-01-22
1654,607,5183,success,2024-01-07
1655,221,2710,success,2024-02-23
1656,194,4697,success,2024-01-17
1657,1767,5169,success,2024-02-18
1658,1051,872,success,2024-01-12
1659,1681,4564,failed,2024-01-01
1660,1406,5909,failed,2024-01-03
1661,528,3654,success,2024-02-16
1662,478,1968,success,2024-01-30
1663,1386,4657,success,2024-01-23
1664,70,3161,success,2024-02-28
1665,1698,4317,failed,2024-01-08
1666,1947,594,failed,2024-02-13
1667,1449,2813,success,2024-01-17
1668,652,5029,failed,2024-01-06
1669,865,3690,success,2024-02-29
1670,1640,4391,failed,2024-02-25
1671,1244,2426,success,2024-01-12
1672,729,5533,success,2024-01-21
1673,1552,4908,success,2024-01-11
1674,698,1172,success,2024-01-02
1675,76,4521,failed,2024-01-20
1676,866,738,failed,2024-02-17
1677,667,1245,success,2024-01-20
1678,1458,3286,success,2024-01-31
1679,391,5546,success,2024-02-05
1680,1930,4768,success,2024-01-24
1681,689,5401,cancelled,2024-01-22
1682,1704,1670,success,2024-01-09
1683,308,4913,success,2024-02-27
1684,1479,5504,success,2024-02-18
1685,91,1308,success,2024-01-17
1686,1669,2090,success,2024-02-03
1687,881,1218,success,2024-02-22
1688,369,2946,success,2024-01-11
1689,605,4951,success,2024-01-06
1690,1080,4691,success,2024-02-28
1691,119,2689,cancelled,2024-02-20
1692,1404,4049,success,2024-02-18
1693,159,4257,success,2024-01-23
1694,68,5135,success,2024-02-17
1695,1956,2222,success,2024-02-18
1696,1640,2533,success,2024-02-24
1697,526,3158,success,2024-02-26
1698,589,2457,success,2024-02-16
1699,1874,2005,success,2024-02-14
1700,1156,2684,success,2024-02-18
1701,1365,775,success,2024-02-09
1702,1791,5909,success,2024-01-26
1703,728,1242,success,2024-01-09
1704,529,3732,cancelled,2024-01-08
1705,271,655,success,2024-02-18
1706,1229,2728,success,2024-02-21
1707,1293,5858,cancelled,2024-02-15
1708,1225,5646,success,2024-01-26
1709,813,2525,failed,2024-02-21
1710,1435,2287,success,2024-01-12
1711,754,2436,success,2024-02-02
1712,108,5215,success,2024-02-14
1713,1990,2579,failed,2024-01-07
1714,1234,2053,success,2024-02-24
1715,1302,2953,success,2024-01-16
1716,634,4623,success,2024-01-26
1717,803,4388,success,2024-01-25
1718,956,4381,success,2024-02-25
1719,1944,3842,success,2024-02-04
1720,1692,1939,success,2024-02-12
1721,1060,4042,success,2024-01-29
1722,387,4139,cancelled,2024-02-19
1723,1748,4027,success,2024-02-11
1724,930,2856,success,2024-01-28
1725,820,3397,failed,2024-01-16
1726,80,5719,failed,2024-01-19
1727,1552,4454,success,2024-02-09
1728,202,1264,success,2024-01-06
1729,1882,586,success,2024-01-27
1730,1293,3849,success,2024-01-03
1731,115,2645,success,2024-02-03
1732,1909,3542,success,2024-01-17
1733,1871,1987,success,2024-02-01
1734,636,5604,cancelled,2024-01-24
1735,1509,4518,success,2024-02-04
1736,1137,4140,success,2024-02-04
1737,1331,5661,failed,2024-02-01
1738,394,3043,success,2024-02-22
1739,1580,4811,success,2024-02-29
1740,780,5583,success,2024-01-15
1741,1035,980,success,2024-02-06
1742,1356,1637,cancelled,2024-01-25
1743,1118,4529,success,2024-01-21
1744,1140,4918,success,2024-01-14
1745,122,1569,success,2024-01-23
1746,1396,1138,success,2024-02-24
1747,1993,5096,failed,2024-01-07
1748,799,5691,cancelled,2024-01-05
1749,78,1409,success,2024-01-14
1750,1537,4159,success,2024-01-19
1751,1516,2199,success,2024-02-12
1752,1330,3917,cancelled,2024-01-07
1753,1702,1975,success,2024-01-08
1754,1462,2415,success,2024-01-04
1755,27,3619,success,2024-01-06
1756,1494,2791,success,2024-02-29
1757,1002,1131,success,2024-02-06
1758,1398,1275,success,2024-01-10
1759,1904,1942,cancelled,2024-02-19
1760,1657,4571,success,2024-02-29
1761,122,2571,success,2024-02-18
1762,849,1120,success,2024-02-29
1763,1139,5210,success,2024-01-14
1764,1124,1685,success,2024-01-13
1765,621,4676,success,2024-02-07
1766,933,3203,success,2024-02-17
1767,191,1374,success,2024-02-11
1768,1085,5194,cancelled,2024-02-23
1769,676,5687,failed,2024-01-07
1770,472,2915,cancelled,2024-01-21
1771,1056,5535,cancelled,2024-02-02
1772,1590,1226,failed,2024-01-11
1773,457,4016,success,2024-01-06
1774,416,3384,success,2024-02-05
1775,63,720,success,2024-01-11
1776,1901,1728,success,2024-02-24
1777,1941,2016,failed,2024-02-03
1778,664,982,success,2024-01-30
1779,187,3120,success,2024-01-09
1780,1744,2940,cancelled,2024-01-07
1781,1771,5253,success,2024-02-15
1782,1887,2032,success,2024-02-06
1783,1526,514,success,2024-02-29
1784,363,5458,success,2024-01-18
1785,1751,5352,failed,2024-02-18
1786,834,5794,failed,2024-01-29
1787,339,4282,success,2024-01-21
1788,199,2236,success,2024-01-14
1789,998,1134,failed,2024-01-16
1790,630,3027,cancelled,2024-01-26
1791,1750,1802,success,2024-02-22
1792,88,2183,success,2024-01-31
1793,1956,1056,success,2024-02-28
1794,1992,4714,success,2024-02-20
1795,1417,791,success,2024-02-26
1796,1054,2428,success,2024-01-11
1797,1328,1950,success,2024-02-01
1798,132,2880,success,2024-01-26
1799,1004,5040,success,2024-02-02
1800,1331,1417,failed,2024-02-29
1801,35,3192,success,2024-02-06
1802,154,1111,success,2024-01-11
1803,1509,5422,success,2024-01-20
1804,255,2323,cancelled,2024-01-13
1805,1513,5584,failed,2024-02-03
1806,1598,3936,success,2024-02-29
1807,1139,1727,success,2024-02-02
1808,205,2070,success,2024-02-27
1809,1076,3780,success,2024-02-12
1810,654,3016,cancelled,2024-01-04
1811,815,837,success,2024-02-23
1812,1504,5922,failed,2024-01-08
1813,666,5722,success,2024-02-27
1814,895,572,success,2024-02-19
1815,1439,5697,failed,2024-02-29
1816,137,2025,success,2024-01-11
1817,916,4317,success,2024-01-02
1818,1802,2086,failed,2024-01-22
1819,1207,5707,cancelled,2024-01-04
1820,584,5504,success,2024-02-11
1821,278,1686,success,2024-01-25
1822,1165,2819,success,2024-02-21
1823,903,3830,success,2024-02-13
1824,1711,2882,failed,2024-02-19
1825,363,1554,failed,2024-01-15
1826,184,2676,cancelled,2024-01-12
1827,1911,817,failed,2024-02-02
1828,54,1684,success,2024-02-01
1829,251,4429,success,2024-01-06
1830,434,4072,success,2024-02-12
1831,164,3229,success,2024-01-01
1832,1700,920,success,2024-02-07
1833,66,4630,success,2024-02-09
1834,298,2619,success,2024-02-07
1835,933,5282,success,2024-01-20
1836,1390,1878,success,2024-02-13
1837,572,2918,success,2024-02-19
1838,1887,2677,success,2024-01-05
1839,707,4008,success,2024-02-06
1840,1717,4157,success,2024-02-09
1841,1697,5536,success,2024-02-20
1842,804,831,success,2024-01-02
1843,320,3930,success,2024-01-14
1844,1718,685,success,2024-01-17
1845,1175,1419,success,2024-02-19
1846,1436,4579,success,2024-01-18
1847,762,777,success,2024-01-17
1848,852,3657,success,2024-02-09
1849,1295,5239,success,2024-01-31
1850,1549,5317,success,2024-02-25
1851,626,3793,success,2024-02-11
1852,133,2657,failed,2024-01-31
1853,664,2516,success,2024-02-05
1854,1446,2569,success,2024-01-19
1855,1583,4143,success,2024-02-01
1856,1219,3385,success,2024-01-17
1857,649,985,success,2024-01-24
1858,6,3425,success,2024-02-14
1859,1621,4579,success,2024-02-09
1860,577,3545,success,2024-01-04
1861,1813,871,success,2024-01-05
1862,163,1697,success,2024-02-21
1863,471,2682,success,2024-02-22
1864,521,4875,success,2024-02-16
1865,1605,5755,success,2024-02-28
1866,1134,767,success,2024-02-21
1867,803,4989,failed,2024-02-10
1868,1239,4990,success,2024-01-01
1869,426,3801,success,2024-01-26
1870,1101,4106,success,2024-02-11
1871,195,777,success,2024-01-03
1872,126,2569,success,2024-01-23
1873,1033,2332,failed,2024-01-13
1874,1236,2603,success,2024-01-22
1875,598,1647,success,2024-01-31
1876,1881,4630,cancelled,2024-01-08
1877,1510,1795,success,2024-01-30
1878,280,1157,success,2024-02-15
1879,9,2944,success,2024-01-12
1880,1534,521,success,2024-01-22
1881,994,4586,success,2024-02-12
1882,378,4153,success,2024-01-15
1883,97,1378,success,2024-01-30
1884,1620,1541,failed,2024-02-29
1885,216,4832,success,2024-01-24
1886,930,5299,success,2024-02-18
1887,305,4308,success,2024-01-25
1888,1118,5913,failed,2024-02-22
1889,1316,3622,success,2024-02-27
1890,578,4361,failed,2024-01-02
1891,107,2388,success,2024-01-01
1892,1118,3561,success,2024-01-20
1893,1962,1119,success,2024-02-14
1894,1529,2935,success,2024-02-13
1895,849,3735,cancelled,2024-01-26
1896,1449,5565,success,2024-01-08
1897,2000,4627,success,2024-01-19
1898,455,5381,success,2024-01-31
1899,851,1209,success,2024-01-15
1900,1738,3795,success,2024-02-11
1901,888,781,success,2024-02-21
1902,813,2822,failed,2024-01-02
1903,740,5433,success,2024-01-02
1904,1107,4725,cancelled,2024-02-19
1905,40,3783,success,2024-02-27
1906,734,1729,cancelled,2024-01-29
1907,69,3255,success,2024-02-02
1908,1825,3535,failed,2024-01-10
1909,1991,3800,success,2024-02-17
1910,138,3357,failed,2024-02-15
1911,93,4369,cancelled,2024-02-27
1912,986,3708,cancelled,2024-01-21
1913,1659,762,success,2024-01-21
1914,1267,4951,success,2024-02-12
1915,1258,1320,success,2024-01-13
1916,1634,5103,success,2024-02-20
1917,1960,1730,success,2024-01-16
1918,430,4196,failed,2024-01-19
1919,1078,3053,success,2024-01-24
1920,251,4216,success,2024-02-27
1921,1594,3673,success,2024-01-23
1922,1232,4809,success,2024-01-04
1923,156,1849,success,2024-01-31
1924,1106,4514,success,2024-01-08
1925,1019,4896,success,2024-02-11
1926,825,5469,failed,2024-01-25
1927,1389,1877,cancelled,2024-02-23
1928,1877,1781,success,2024-01-23
1929,445,4999,failed,2024-01-11
1930,1722,5437,success,2024-01-28
1931,213,5360,success,2024-02-14
1932,1008,4783,success,2024-01-23
1933,1532,3198,failed,2024-02-14
1934,1236,4955,cancelled,2024-02-29
1935,1574,1221,success,2024-02-22
1936,1395,3253,success,2024-02-14
1937,25,5989,success,2024-02-12
1938,215,2229,success,2024-02-17
1939,1179,3922,success,2024-02-16
1940,1095,1722,success,2024-02-05
1941,159,1431,success,2024-02-03
1942,1002,3352,success,2024-02-17
1943,1350,5765,success,2024-01-11
1944,87,1678,success,2024-02-18
1945,921,4669,success,2024-01-08
1946,1950,2268,failed,2024-02-03
1947,1822,1618,success,2024-01-08
1948,1823,2883,success,2024-02-26
1949,404,1798,success,2024-02-21
1950,1796,5933,cancelled,2024-01-17
1951,1905,2020,cancelled,2024-01-22
1952,771,3863,failed,2024-01-08
1953,1153,2196,success,2024-01-01
1954,137,2352,success,2024-01-14
1955,1848,4473,success,2024-01-05
1956,1269,2656,failed,2024-01-27
1957,1174,2039,success,2024-02-17
1958,777,4220,success,2024-02-18
1959,1058,780,success,2024-01-23
1960,665,4151,success,2024-02-23
1961,673,556,success,2024-01-12
1962,813,590,success,2024-02-21
1963,1039,503,success,2024-02-29
1964,1359,1032,success,2024-01-30
1965,1880,914,failed,2024-01-08
1966,413,1135,success,2024-02-09
1967,1460,5828,success,2024-01-02
1968,1891,762,success,2024-01-05
1969,1737,1244,success,2024-01-13
1970,163,810,cancelled,2024-01-17
1971,927,1106,cancelled,2024-02-04
1972,1828,2044,success,2024-01-15
1973,1941,3486,success,2024-01-12
1974,221,608,success,2024-02-04
1975,1709,2833,success,2024-02-11
1976,628,4963,success,2024-02-17
1977,744,5725,success,2024-02-20
1978,989,4595,success,2024-01-03
1979,544,4023,success,2024-01-10
1980,1325,4656,failed,2024-01-02
1981,1084,2614,success,2024-01-15
1982,744,4968,success,2024-02-24
1983,1223,2794,cancelled,2024-01-07
1984,138,5018,success,2024-01-20
1985,564,3472,success,2024-02-29
1986,1163,837,success,2024-01-08
1987,1090,4362,success,2024-02-16
1988,1907,3760,success,2024-01-26
1989,170,1112,success,2024-02-27
1990,528,3311,success,2024-01-08
1991,1010,3818,success,2024-01-30
1992,1706,3235,success,2024-02-14
1993,1903,2531,success,2024-01-20
1994,1833,3081,success,2024-02-23
1995,557,3930,failed,2024-02-23
1996,1225,4519,success,2024-01-31
1997,1736,1016,success,2024-02-29
1998,876,3302,success,2024-01-29
1999,1201,2631,success,2024-02-22
2000,1000,835,success,2024-01-30
2001,1369,5823,success,2024-01-31
2002,1192,3833,cancelled,2024-01-04
2003,1075,3825,failed,2024-01-29
2004,1903,563,success,2024-02-13
2005,1669,4397,success,2024-01-30
2006,1299,2801,success,2024-02-26
2007,1753,883,success,2024-01-22
2008,951,624,success,2024-02-24
2009,1211,3079,success,2024-02-01
2010,1264,4572,success,2024-01-12
2011,16,5043,success,2024-01-30
2012,1279,1402,failed,2024-01-05
2013,1721,4854,success,2024-01-02
2014,1328,2783,cancelled,2024-02-28
2015,626,3959,cancelled,2024-01-06
2016,849,4757,success,2024-02-12
2017,1561,2760,success,2024-02-12
2018,1980,2975,success,2024-02-04
2019,1124,5363,success,2024-01-10
2020,1910,925,success,2024-01-16
2021,1256,4135,success,2024-02-17
2022,1053,1975,success,2024-01-22
2023,84,639,success,2024-02-20
2024,1583,2658,success,2024-01-14
2025,855,3541,success,2024-02-09
2026,1384,5754,failed,2024-01-16
2027,202,614,success,2024-02-17
2028,612,539,success,2024-02-08
2029,1215,4005,success,2024-01-01
2030,69,609,success,2024-01-16
2031,707,4507,success,2024-01-20
2032,1619,1036,cancelled,2024-02-01
2033,983,5228,success,2024-01-02
2034,784,3278,success,2024-02-28
2035,975,5151,success,2024-02-28
2036,1555,2548,failed,2024-02-28
2037,1387,5496,success,2024-01-22
2038,541,5933,success,2024-01-05
2039,96,5509,success,2024-01-02
2040,547,5782,cancelled,2024-02-18
2041,157,4125,success,2024-02-08
2042,277,4597,success,2024-02-13
2043,1395,3734,success,2024-02-10
2044,1963,1801,success,2024-02-01
2045,1064,5418,failed,2024-02-26
2046,175,1442,success,2024-01-11
2047,1510,5717,success,2024-01-26
2048,1723,728,success,2024-02-20
2049,142,3940,success,2024-01-31
2050,1133,1277,cancelled,2024-01-15
2051,1990,870,success,2024-01-12
2052,922,601,success,2024-02-23
2053,256,4797,success,2024-01-26
2054,1746,3742,cancelled,2024-02-16
2055,1121,5411,success,2024-02-18
2056,1711,5184,success,2024-01-11
2057,1525,3262,success,2024-02-18
2058,1456,2683,success,2024-01-22
2059,1639,5066,success,2024-01-28
2060,1166,1623,success,2024-01-22
2061,77,2554,success,2024-01-21
2062,1920,1277,failed,2024-02-13
2063,1134,895,success,2024-02-23
2064,1758,978,success,2024-01-10
2065,1923,1432,success,2024-02-22
2066,607,653,failed,2024-02-07
2067,36,504,success,2024-01-25
2068,277,1274,success,2024-02-08
2069,951,1815,success,2024-01-14
2070,344,1946,success,2024-02-17
2071,388,753,success,2024-02-04
2072,837,2903,cancelled,2024-01-09
2073,587,3753,success,2024-02-07
2074,1651,3833,failed,2024-02-06
2075,640,3528,success,2024-01-04
2076,48,5684,cancelled,2024-01-15
2077,687,1078,success,2024-01-29
2078,105,602,success,2024-01-10
2079,1711,1793,success,2024-02-02
2080,199,2542,success,2024-01-07
2081,1488,4940,success,2024-02-22
2082,1575,2520,success,2024-01-17
2083,146,3699,failed,2024-01-04
2084,865,2754,success,2024-01-10
2085,1123,2019,success,2024-01-01
2086,368,3979,success,2024-02-11
2087,182,5148,failed,2024-01-20
2088,1920,4845,cancelled,2024-01-07
2089,1534,2857,success,2024-01-09
2090,480,2160,success,2024-02-01
2091,1130,3917,success,2024-01-28
2092,1509,1176,success,2024-01-28
2093,1527,595,success,2024-01-02
2094,1205,4684,success,2024-02-29
2095,1533,4430,success,2024-01-04
2096,408,4488,success,2024-01-17
2097,1267,4810,failed,2024-01-06
2098,1687,4529,success,2024-01-08
2099,10,3262,success,2024-02-15
2100,202,2718,failed,2024-01-12
2101,1056,3885,success,2024-01-19
2102,1062,3606,success,2024-02-28
2103,800,5974,success,2024-01-29
2104,968,3879,success,2024-02-01
2105,1104,3810,failed,2024-01-28
2106,1861,1298,success,2024-01-05
2107,362,2368,success,2024-02-12
2108,54,4829,failed,2024-02-18
2109,1643,637,success,2024-01-12
2110,379,1059,success,2024-01-05
2111,112,4057,success,2024-02-02
2112,1721,3384,success,2024-02-22
2113,1110,2355,success,2024-01-31
2114,707,5986,success,2024-01-25
2115,1771,3364,success,2024-01-07
2116,937,3831,success,2024-02-08
2117,1892,1599,cancelled,2024-01-25
2118,613,1248,success,2024-01-29
2119,1392,5039,success,2024-01-11
2120,336,670,success,2024-01-21
2121,1014,2355,success,2024-02-25
2122,740,4482,success,2024-01-23
2123,880,2576,success,2024-01-06
2124,1779,5097,success,2024-02-07
2125,959,2705,success,2024-01-23
2126,43,1040,success,2024-01-10
2127,1697,5070,success,2024-02-29
2128,381,706,success,2024-02-04
2129,783,2007,success,2024-02-28
2130,192,847,success,2024-01-05
2131,519,3517,success,2024-02-29
2132,1129,1970,success,2024-01-18
2133,516,1407,success,2024-01-21
2134,1741,5755,success,2024-01-15
2135,1601,2291,success,2024-01-12
2136,1161,2923,success,2024-02-09
2137,1191,4201,failed,2024-01-07
2138,1977,851,failed,2024-01-28
2139,558,2635,success,2024-02-04
2140,391,1670,failed,2024-01-07
2141,681,3646,failed,2024-01-18
2142,174,5775,success,2024-02-17
2143,320,5899,success,2024-01-20
2144,409,3737,failed,2024-01-26
2145,411,2322,success,2024-02-03
2146,1859,1466,success,2024-02-08
2147,175,2422,success,2024-02-06
2148,1995,2751,cancelled,2024-02-29
2149,70,5069,success,2024-01-14
2150,228,1243,success,2024-01-15
2151,1234,2294,success,2024-01-16
2152,1139,2466,success,2024-02-26
2153,1669,5992,success,2024-01-23
2154,1571,4761,success,2024-02-03
2155,1813,1296,success,2024-01-20
2156,1807,1755,success,2024-01-19
2157,1719,2336,success,2024-01-10
2158,1721,5028,success,2024-02-19
2159,1973,3492,success,2024-02-03
2160,1002,4816,success,2024-02-09
2161,1593,1006,failed,2024-02-07
2162,1602,5584,cancelled,2024-02-20
2163,1164,4321,success,2024-01-08
2164,514,3390,success,2024-02-20
2165,1822,4953,success,2024-01-21
2166,1750,4113,cancelled,2024-01-01
2167,1382,1245,success,2024-02-14
2168,322,1114,failed,2024-02-18
2169,923,4426,success,2024-02-11
2170,1415,4719,success,2024-02-29
2171,667,3516,cancelled,2024-01-18
2172,1187,1807,success,2024-02-28
2173,1853,4745,success,2024-02-24
2174,1130,1423,success,2024-02-18
2175,1852,959,failed,2024-01-23
2176,1077,3251,success,2024-01-16
2177,1532,1607,failed,2024-02-16
2178,1932,1113,success,2024-02-11
2179,106,4258,success,2024-01-25
2180,1333,3619,success,2024-01-05
2181,793,4085,success,2024-01-11
2182,1073,965,success,2024-02-12
2183,1189,3912,success,2024-02-15
2184,1080,3538,success,2024-01-06
2185,866,2936,success,2024-02-16
2186,197,1851,cancelled,2024-01-14
2187,1206,5150,success,2024-02-13
2188,1440,2648,success,2024-01-26
2189,1414,1039,success,2024-01-27
2190,1613,2109,success,2024-02-24
2191,1909,4601,success,2024-01-14
2192,1267,3079,failed,2024-02-29
2193,1265,2103,cancelled,2024-02-25
2194,912,5473,success,2024-02-12
2195,374,2486,success,2024-01-29
2196,372,3749,success,2024-01-18
2197,1192,3614,success,2024-01-18
2198,634,3404,cancelled,2024-01-14
2199,1924,1059,success,2024-02-26
2200,1255,5340,success,2024-02-23
2201,1304,3550,success,2024-01-07
2202,1708,3343,success,2024-01-28
2203,1712,4050,success,2024-01-05
2204,456,3180,success,2024-02-18
2205,1422,2236,failed,2024-02-09
2206,1936,5308,success,2024-02-18
2207,93,4634,cancelled,2024-01-15
2208,351,3964,failed,2024-02-18
2209,256,3732,success,2024-02-03
2210,1890,4311,failed,2024-01-05
2211,1692,3801,failed,2024-02-21
2212,1318,5577,success,2024-01-04
2213,1576,5604,failed,2024-01-17
2214,1367,2241,success,2024-01-01
2215,1920,3908,success,2024-01-10
2216,1682,2123,success,2024-02-03
2217,166,5348,success,2024-02-19
2218,688,1980,failed,2024-02-02
2219,914,3965,success,2024-02-11
2220,1887,4741,success,2024-01-27
2221,1142,5884,success,2024-01-24
2222,1707,1772,success,2024-02-20
2223,676,3568,success,2024-02-25
2224,128,2048,success,2024-02-22
2225,1118,3358,failed,2024-02-12
2226,1748,5717,success,2024-01-28
2227,1646,2935,failed,2024-01-19
2228,1673,1054,success,2024-02-23
2229,1166,5778,failed,2024-01-02
2230,1938,4046,success,2024-02-28
2231,1409,4060,success,2024-01-01
2232,20,5644,failed,2024-02-14
2233,706,4811,success,2024-01-25
2234,1797,1599,failed,2024-01-03
2235,875,3844,success,2024-01-07
2236,1293,1212,success,2024-01-25
2237,1620,1591,success,2024-01-15
2238,1495,4664,cancelled,2024-02-21
2239,715,5476,success,2024-02-26
2240,796,1608,failed,2024-01-04
2241,139,2817,success,2024-01-02
2242,1201,1660,success,2024-01-06
2243,1286,1245,success,2024-02-26
2244,271,799,success,2024-02-04
2245,737,5134,success,2024-02-03
2246,1335,5788,cancelled,2024-01-21
2247,1042,4139,success,2024-02-24
2248,597,5969,success,2024-02-28
2249,1627,3581,success,2024-01-22
2250,1668,1939,failed,2024-02-21
2251,1600,5177,success,2024-02-10
2252,1938,3853,success,2024-01-29
2253,625,2251,success,2024-02-18
2254,1437,2535,success,2024-01-14
2255,380,4385,success,2024-02-15
2256,1019,5920,success,2024-02-11
2257,1083,1677,success,2024-02-18
2258,279,2135,success,2024-01-07
2259,504,3578,success,2024-01-05
2260,1945,1176,success,2024-01-15
2261,559,727,failed,2024-02-21
2262,118,5541,failed,2024-02-17
2263,699,5575,success,2024-01-14
2264,1224,2397,success,2024-02-06
2265,53,5995,success,2024-02-04
2266,160,1755,success,2024-02-18
2267,1536,3815,failed,2024-02-26
2268,1910,764,success,2024-01-28
2269,908,2923,success,2024-02-06
2270,1373,1992,cancelled,2024-01-26
2271,1061,3670,success,2024-01-06
2272,1350,4176,success,2024-02-17
2273,1699,1157,failed,2024-02-16
2274,1028,5543,failed,2024-01-08
2275,233,894,success,2024-01-10
2276,555,780,success,2024-02-15
2277,1203,3783,success,2024-01-22
2278,162,2252,failed,2024-01-10
2279,618,4221,success,2024-01-19
2280,226,1088,success,2024-02-01
2281,1631,3926,success,2024-01-14
2282,382,3852,success,2024-01-24
2283,1764,1168,success,2024-01-18
2284,1204,2198,success,2024-02-24
2285,142,1063,failed,2024-02-23
2286,1956,5735,success,2024-01-27
2287,153,3044,failed,2024-01-18
2288,868,3784,success,2024-01-04
2289,1328,1407,failed,2024-01-29
2290,1375,5600,success,2024-01-31
2291,1540,4771,success,2024-01-03
2292,1297,3258,success,2024-01-17
2293,1909,584,success,2024-01-03
2294,1098,3112,success,2024-01-07
2295,1512,5956,success,2024-01-31
2296,676,2103,success,2024-01-27
2297,575,5220,failed,2024-02-07
2298,75,4372,failed,2024-01-03
2299,1757,2491,success,2024-01-13
2300,1817,4869,success,2024-01-18
2301,1268,5155,success,2024-01-22
2302,1213,3652,success,2024-02-14
2303,536,5565,success,2024-01-12
2304,1527,5186,success,2024-02-08
2305,792,1170,success,2024-02-19
2306,1342,1947,success,2024-02-24
2307,249,3108,success,2024-01-19
2308,448,4768,success,2024-02-15
2309,228,4251,cancelled,2024-01-30
2310,35,3696,success,2024-02-23
2311,1680,757,success,2024-02-22
2312,1346,1192,success,2024-02-13
2313,1550,2242,success,2024-02-29
2314,866,554,success,2024-01-31
2315,789,651,failed,2024-01-17
2316,1749,2297,success,2024-01-28
2317,202,2971,success,2024-02-10
2318,625,4330,success,2024-01-04
2319,1256,2154,success,2024-01-05
2320,1202,4789,success,2024-02-04
2321,1528,2800,success,2024-01-07
2322,1153,5622,cancelled,2024-01-16
2323,723,2174,failed,2024-01-26
2324,1437,3170,failed,2024-01-20
2325,340,3212,success,2024-01-04
2326,741,1333,success,2024-02-01
2327,1156,1660,failed,2024-01-09
2328,781,3248,success,2024-01-03
2329,1252,5830,failed,2024-02-22
2330,1240,4836,success,2024-02-20
2331,815,2734,cancelled,2024-02-01
2332,824,3978,success,2024-02-14
2333,1410,1499,success,2024-02-19
2334,1569,4212,success,2024-02-23
2335,184,2243,success,2024-02-25
2336,1224,2064,failed,2024-02-22
2337,1961,2713,success,2024-01-02
2338,782,503,failed,2024-01-28
2339,4,4311,cancelled,2024-01-05
2340,92,4137,cancelled,2024-01-14
2341,145,4847,failed,2024-02-14
2342,1632,971,cancelled,2024-01-10
2343,1244,3046,success,2024-02-13
2344,1394,2813,cancelled,2024-02-01
2345,300,1759,success,2024-02-07
2346,1632,2473,success,2024-02-16
2347,975,1707,success,2024-01-28
2348,1642,5961,success,2024-01-01
2349,1053,2289,success,2024-02-29
2350,1726,2563,success,2024-01-03
2351,1693,5379,success,2024-02-08
2352,979,3669,success,2024-01-25
2353,1701,5514,success,2024-01-30
2354,651,4086,success,2024-02-25
2355,1604,3913,success,2024-02-05
2356,351,1295,success,2024-02-07
2357,1665,4185,success,2024-02-27
2358,1110,5213,cancelled,2024-01-30
2359,888,2203,failed,2024-01-15
2360,1887,3144,success,2024-01-31
2361,322,3540,success,2024-02-12
2362,1589,4982,cancelled,2024-01-25
2363,801,1403,success,2024-01-23
2364,1463,1946,failed,2024-02-15
2365,1478,4542,success,2024-01-26
2366,1393,3997,failed,2024-02-28
2367,219,5839,success,2024-02-19
2368,267,5903,success,2024-01-22
2369,1435,1424,failed,2024-01-16
2370,136,3335,success,2024-02-25
2371,1709,3794,success,2024-01-17
2372,604,4932,success,2024-01-27
2373,1350,5697,failed,2024-01-17
2374,862,2711,cancelled,2024-01-17
2375,998,4820,success,2024-01-20
2376,1107,4632,success,2024-01-02
2377,1508,3541,failed,2024-02-24
2378,1023,3933,success,2024-02-05
2379,1409,5381,failed,2024-01-23
2380,138,4101,success,2024-01-28
2381,677,1720,success,2024-01-26
2382,1204,4671,cancelled,2024-02-12
2383,1247,5356,success,2024-02-19
2384,1510,3883,success,2024-02-14
2385,1627,3061,failed,2024-02-20
2386,234,2312,success,2024-01-12
2387,495,2819,success,2024-01-17
2388,1062,1175,success,2024-02-10
2389,1299,598,success,2024-01-28
2390,57,5703,success,2024-01-11
2391,1740,597,success,2024-02-07
2392,1699,2055,success,2024-02-14
2393,951,4159,failed,2024-01-11
2394,407,1760,success,2024-01-15
2395,429,870,success,2024-01-26
2396,1923,1674,success,2024-01-29
2397,159,4588,success,2024-01-26
